"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID","GL","✓"
"Support","","Dark Attack","2","PHY","Single","Physical","1.40","-","1.65","One single attack (1.40), causes [Blind] (10%)","Y","Random enemy without status","60","2","10","Lesser Power","5","10","20","30","50","Lesser Dark","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ブラインアタック","30161071","✓","✓"
"Support","","Wrath","4","NAT","Self","","","","1.65","[ATK +3%] for 15 seconds","N","Self","180","2","10","Greater Power","5","10","20","30","50","Greater Fire","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","いかり","30161081","✓","✓"
"Support","","Entrust","5","NAT","Another ally","","","","1.65","Transfers the user's Soul Break points to the target","N","Random ally","85","2","10","Major Power","10","20","30","50","100","Major White","6","12","18","30","60","Major Black","6","12","18","30","60","","","","","","","Dungeons Update #2","たくす","30161091","✓","✓"
"Support","","Cry","2","NAT","Single","","","","1.65","Causes [Confuse] (30%)","Y","Random enemy without status","60","2","6","Lesser Power","5","10","20","30","50","Lesser Non-Elemental","3","6","12","18","30","Lesser Dark","3","6","12","18","30","","","","","","","Dungeons Update #2","うそなき","30161101","✓","✓"
"Support","","Silence Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Silence] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Ice","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","サイレスバスター","30161112","✓","✓"
"Support","","Dark Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Blind] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","ブラインバスター","30161122","✓","✓"
"Support","","Venom Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Poison] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ベノムバスター","30161132","✓","✓"
"Support","","Sleep Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Sleep] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Ice","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","スリプルバスター","30161142","✓","✓"
"Support","","Mental Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [RES -50%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ハイメンタルブレイク","30161152","✓","✓"
"Support","","Magic Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [MAG -50%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ハイマジックブレイク","30161162","✓","✓"
"Support","","Power Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [ATK -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Lightning","3","6","12","18","30","","","","","","","The Jenova Project","ハイパワーブレイク","30161172","✓","✓"
"Support","","Armor Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [DEF -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","The SeeD Exam Homecoming","ハイアーマーブレイク","30161182","✓","✓"
"Support","","Revive","2","NAT","Single ally","","","","1.50","Removes KO [Raise: 10%]","Y","Random ally with status","60","4","12","Lesser Power","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","The SeeD Exam Homecoming","蘇生","30161191","✓","✓"
"Support","","Life's Touch","2","NAT","Single","","","","1.65","Grants [Low Regen]","Y","Random ally without status","60","4","12","Lesser Power","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","Evil of Mardias","生命波","30161201","","✓"
"Support","","Full Break","5","PHY","Single","Physical","2.20","-","1.65","One single attack (2.20), [ATK, DEF, MAG and RES -30%] for 15 seconds","Y","Random enemy","100","2","10","Major Power","10","20","40","60","100","Major Ice","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","Lost Memories","フルブレイク","30161211","✓","✓"
"Support","","Quadruple Foul","6","NAT","Random enemies","Hybrid","","Poison, NE","1.65","Four random hybrid ranged attacks (1.00 or 3.33), causes Poison (26%), Sleep (26%), Blind (26%) and Silence (26%)","Y","Random enemies","90","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Tetra Foul Record","ペナルティ4","30161221","✓","✓"
"Support","","Affliction Break","6","PHY","Single","Physical","3.00","-","1.65","Two single attacks (1.50 each), causes [Status Chance -50%] for 15 seconds","Y","Lowest HP% enemy","100","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Affliction Break Record","ペナルティブレイク","30161231","✓","✓"
"Support","","Mind Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [MND -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater White","3","6","12","18","30","Greater Non-Elemental","3","6","12","18","30","","","","","","","Ward of the Four Crystals","ハイマインドブレイク","30161241","✓","✓"
"Support","","Mighty Break","6","NAT","Single","Hybrid","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","1.65","Three single hybrid ranged attacks (0.90 or 3.50), causes [ATK, DEF, MAG and RES -50% (8s)]","Y","Random enemy","90","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","","マイティブレイク","30161441","","✓"
"Celerity","","Aim","1","PHY","Single","Physical","1.10","-","1.20","One single attack (1.10), 100% hit rate","Y","Lowest HP% enemy","60","2","10","Minor Power","3","5","10","20","30","Minor Wind","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ねらう","30171001","✓","✓"
"Celerity","","Quickness","3","NAT","Self","","","","1.20","Grants [Haste]","Y","Self","65","4","12","Power","5","10","20","30","50","Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ちょこまかうごく","30171011","✓","✓"
"Celerity","","Shadowbind","4","PHY","Single","Physical","2.10","-","1.20","One single ranged attack (2.10), causes [Stop] (40%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Magitek Facility Infiltration","影縫い","30171021","✓","✓"
"Celerity","","Wind Slash","2","PHY","Single","Physical","1.40","Wind","1.20","One single ranged attack (1.40)","Y","Lowest HP% enemy","55","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","かまいたち","30171031","✓","✓"
"Celerity","","Leg Shot","3","PHY","Single","Physical","1.70","-","1.20","One single attack (1.70), causes [Slow] (20%)","Y","Highest HP% enemy","65","2","10","Power","5","10","20","30","50","Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","足を狙う","30171051","✓","✓"
"Celerity","","Quick Hit","5","PHY","Single","Physical","2.40","-","0.01","Two single attacks (1.20 each)","Y","Highest HP% enemy","95","2","10","Major Power","10","20","30","50","100","Major Wind","15","30","45","75","150","","","","","","","","","","","","","Magitek Facility Infiltration","クイックトリック","30171061","✓","✓"
"Celerity","","Dagger Toss","2","PHY","Single","Physical","1.70","-","1.20","One single ranged attack (1.70)","Y","Lowest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","8","15","30","45","75","","","","","","","","","","","","","Aspiring Hero","ダガーショット","30171071","✓","✓"
"Celerity","","Tempo Flurry","3","PHY","Single","Physical","1.80","-","1.20","Two single attacks (0.90 each), causes [Slow] (20%)","Y","Random enemies without status","65","2","10","Power","5","10","20","30","50","Lightning","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Aspiring Hero","デュアルディレイ","30171081","✓","✓"
"Celerity","","Dismissal","4","PHY","Single","Physical","2.05","-","1.20","One single attack (2.05), causes [Stun] (25%)","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Aspiring Hero","断動","30171091","✓","✓"
"Celerity","","Paralyzing Shot","4","PHY","Single","Physical","2.10","-","1.20","One single attack (2.10), causes [Paralyze] (25%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Defying Fate","パラライズショット","30171101","✓","✓"
"Celerity","","Northern Cross","6","NAT","Single enemy","Hybrid","","Ice, NE","1.20","Four single attacks (1.00 or 3.33 each), causes [Stun] (17%) and [Stop] (17%)","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Northern Cross Record","ノーザンクロス","30171121","✓","✓"
"Celerity","","Powerchain","5","PHY","Single","Physical","2.00","-","1.20","Two single attacks (1.00 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","95","2","10","Major Power","10","20","40","60","100","Major White","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Window on the Past","チェーンスターター","30171131","✓","✓"
"Celerity","","Dervish","6","PHY","Single enemy","Physical","3.84","-","1.20","Eight single attacks (0.48 each), 0.60 multiplier if the user has Haste, grants [Haste] to the user","Y","Lowest HP% enemy","100","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Dervish Record","スピードスター","30171141","✓","✓"
"Celerity","","Leaping Rush","5","PHY","Single enemy","Physical","2.72","-","1.20","4/5/6/7 single attacks (0.68 each) if the user used 0/3/5/7 damaging actions","Y","Lowest HP% enemy","95","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Shield of the King","リッパーラッシュ","30171171","✓","✓"
"Celerity","","Ripping Blast","5","PHY","Single enemy","Physical","2.25","Wind","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","70","2","10","Major Power","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","3rd Anniversary Carnival","リッパーブラスト","30171181","✓","✓"
"Celerity","","Flash Disaster","6","PHY","Single enemy","Physical","2.25","Wind, Lightning","0.01","Three single attacks (0.75 each)","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","クイックディザスター","30171194","✓","✓"
"Celerity","","Ripper Bolt","5","PHY","Single enemy","Physical","2.25","Lightning","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","70","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Spark in the Void","リッパーボルト","30171201","✓","✓"
"Celerity","","Ripping Plasma","6","PHY","Single enemy","Physical","3.40","Lightning","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Last Tears","リッパープラズマ","30171211","✓","✓"
"Celerity","","Running Start","6","PHY","Single enemy","Physical","1.80","Lightning, Wind","1.20","Two single attacks (0.90 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Glory Feast 2019","レイジングスターター","30171221","✓","✓"
"Celerity","","Icebound","6","PHY","Single enemy","Physical","4.00","Ice","1.20","Five single attacks (0.80 each), removes [Haste]","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Whispers in the Wind","アイスバウンド","30171241","✓","✓"
"Celerity","","Ripping Storm","6","PHY","Single enemy","Physical","3.40","Wind","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Entrusted Pride","リッパーストーム","30171251","✓","✓"
"Summoning","","Goblin","1","SUM","Single enemy","Magical","2.70","-","1.80","One single attack (2.70), minimum damage 600","N","Lowest HP% enemy","60","2","6","Minor Summon","6","10","20","40","60","Minor Non-Elemental","3","5","10","20","30","","","","","","","","","","","","","Dungeons Update #1","ゴブリン ","30131001","✓","✓"
"Summoning","","Chocobo","2","SUM","Single enemy","Magical","5.40","-","1.80","One single attack (5.40), minimum damage 1000","N","Lowest HP% enemy","60","2","6","Lesser Summon","10","20","40","60","100","Lesser Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","チョコボ","30131011","✓","✓"
"Summoning","","Dragon","2","SUM","All enemies","Magical","3.60","-","1.80","One group attack (3.60), minimum damage 600","N","All enemies","60","2","6","Lesser Summon","10","20","40","60","100","Lesser Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","ドラゴン","30131021","✓","✓"
"Summoning","","Bomb","1","SUM","Single enemy","Magical","2.70","Fire","1.80","One single attack (2.70), minimum damage 600","N","Lowest HP% enemy","55","2","6","Minor Summon","6","10","20","40","60","Lesser Fire","3","5","10","20","30","","","","","","","","","","","","","Dungeons Update #1","ボム","30131031","✓","✓"
"Summoning","","Shiva","3","SUM","All enemies","Magical","5.50","Ice","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Ice","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","シヴァ","30131041","✓","✓"
"Summoning","","Ramuh","3","SUM","All enemies","Magical","5.50","Lightning","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Lightning","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","ラムウ","30131051","✓","✓"
"Summoning","","Ifrit","3","SUM","All enemies","Magical","5.50","Fire","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Fire","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","イフリート","30131061","✓","✓"
"Summoning","","Syldra","4","SUM","All enemies","Magical","8.80","Lightning","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Lightning","6","12","24","36","60","Greater Wind","6","12","24","36","60","","","","","","","Dungeons Update #1","シルドラ","30131071","✓","✓"
"Summoning","","Leviathan","4","SUM","All enemies","Magical","8.80","Water","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Fire","6","12","24","36","60","Greater Ice","6","12","24","36","60","","","","","","","Dungeons Update #1","リヴァイアサン","30131081","✓","✓"
"Summoning","","Kirin","2","SUM","All allies","","","","1.80","Grants [Low Regen]","N","All allies","60","2","6","Lesser White","6","12","24","36","60","Lesser Summon","10","20","40","60","100","Lesser Holy","6","12","24","36","60","","","","","","","Magitek Facility Infiltration","キリン","30131101","✓","✓"
"Summoning","","Maduin","4","SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","N","All enemies","75","2","6","Greater Summon","10","20","40","60","100","Greater Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Magitek Facility Infiltration","マディン","30131121","✓","✓"
"Summoning","","Odin","5","SUM","All enemies","Magical","12.00","NE","1.80","If not resisted, causes [Instant KO] (100%), otherwise, two group attacks (6.00 each), minimum damage 2500, causes [DEF and RES -20%] for 25 seconds","N","All enemies","100","2","6","Major Summon","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Magitek Facility Infiltration","オーディン","30131131","✓","✓"
"Summoning","","Phoenix","4","SUM","All enemies","Magical","8.00","Fire","1.80","One group attack (8.00), minimum damage 2200, removes KO [Raise: 50%] to a random ally with KO","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Fire","5","10","20","30","50","Major Fire","1","2","3","4","5","Greater Holy","3","5","10","15","25","Legendary Plunder","フェニックス","30131141","✓","✓"
"Summoning","","Valefor","4","SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","N","All enemies","75","2","6","Greater Summon","5","10","20","30","50","Greater Non-Elemental","3","5","10","15","25","Greater Wind","5","10","20","30","50","Major Wind","1","2","3","4","5","Operation Mi'ihen","ヴァルファーレ","30131151","✓","✓"
"Summoning","","Carbuncle","4","SUM","All allies","","","","1.80","Grants [Reflect]","N","All allies","75","2","6","Greater Summon","10","20","40","60","100","Greater Holy","5","10","20","30","50","","","","","","","","","","","","","Princess of Alexandria","カーバンクル","30131171","✓","✓"
"Summoning","","Ixion","4","SUM","All enemies","Magical","9.20","Lightning","1.80","Two group attacks (4.60 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Lightning","5","10","20","30","50","Major Lightning","1","2","3","4","5","Greater Wind","3","5","10","15","25","Marriage of Convenience","イクシオン","30131181","✓","✓"
"Summoning","","Alexander","4","SUM","All enemies","Magical","9.20","Holy","1.80","Two group attacks (4.60 each), minimum damage 1100","N","All enemies","70","2","6","Greater White","3","5","10","15","25","Greater Summon","5","10","20","30","50","Greater Holy","5","10","20","30","50","Major Holy","1","2","3","4","5","A Fateful Coin Toss","アレクサンダー","30131191","✓","✓"
"Summoning","","Quetzalcoatl","4","SUM","All enemies","Magical","8.00","Lightning","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Paralyze] (16%)","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Non-Elemental","3","5","10","15","25","Greater Lightning","5","10","20","30","50","Major Lightning","1","2","3","4","5","To Slay a Sorceress (Reissue)","ケツァクウァトル","30131201","✓","✓"
"Summoning","","Bahamut (V)","5","SUM","All enemies","Magical","16.50","NE","1.80","Three group attacks (5.50 each), minimum damage 2500","N","All enemies","100","2","6","Major Summon","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Dungeons Update #8","バハムート","30131211","✓","✓"
"Summoning","","Cactuar","4","SUM","All enemies","","","","1.80","Three group attacks that deal 1000 damage each","N","All enemies","75","2","6","Greater Summon","10","20","40","60","100","Greater Non-Elemental","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Festival of Gold 2","サボテンダー","30131221","✓","✓"
"Summoning","","Orthros","4","SUM","Single enemy","Magical","9.60","NE","1.80","Eight single attacks (1.20 each), minimum damage 1000, causes [Blind] (10%)","N","Lowest HP% enemy","75","2","6","Greater Summon","10","20","40","60","100","Greater Ice","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Anniversary Celebration","オルトロス","30131231","✓","✓"
"Summoning","","Neo Bahamut","6","SUM","All enemies","Magical","19.20","NE","1.80","Four group attacks (4.80 each), minimum damage 2000, grants [MAG and RES +30% (8s)] to the user","N","All enemies","100","2","6","Summoning Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Neo Bahamut Record","バハムート改","30131232","✓","✓"
"Summoning","","Fat Chocobo","4","SUM","All enemies","Magical","8.80","Earth","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Fire","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Festive Fantasy","デブチョコボ","30131241","✓","✓"
"Summoning","","Noel","4","SUM","All enemies","Magical","8.00","Ice","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Silence] (17%)","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Ice","6","12","24","36","60","Greater Dark","6","12","24","36","60","","","","","","","The Seven Heroes","ノエル","30131291","","✓"
"Summoning","","Titan","5","SUM","All enemies","Magical","15.00","Earth","1.80","Three group attacks (5.00 each), minimum damage 2500","N","All enemies","75","2","6","Major Summon","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Reclaiming the Skies","タイタン","30131301","✓","✓"
"Summoning","","Valigarmanda","6","SUM","All enemies","Magical","16.50","Fire, Ice, Lightning","1.65","Three group attacks (5.50 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Valigarmanda Record","ヴァリガルマンダ","30131311","✓","✓"
"Summoning","","Bahamut","5","SUM","All enemies","Magical","5.00","NE","1.80","One group attack (5.00), minimum damage 5500","N","All enemies","65","1","1","-","","","","","","-","","","","","","-","","","","","","","","","","","","Anniversary Celebration 2","-","30131091","✓","✓"
"Summoning","","Ultima Weapon","5","SUM","All enemies","Magical","15.00","Dark","1.80","Three group attacks (5.00 each), minimum damage 2500","N","All enemies","75","2","6","Major Summon","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Ward of the Four Crystals","アルテマウェポン","30131321","✓","✓"
"Summoning","","Tiamat","5","SUM","All enemies","Magical","18.00","Wind","1.80","1/2/3 group attacks (6.00 each) at 550/900 MAG, minimum damage 2500","N","All enemies","75","2","6","Major White","6","12","24","36","60","Major Summon","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Lady of the Vortex","ティアマット","30131331","✓","✓"
"Summoning","","Ogopogo","5","SUM","All enemies","Magical","18.00","Water","1.80","1/2/3 group attacks (6.00 each) at 550/900 MAG, minimum damage 2500","N","All enemies","75","2","6","Major White","6","12","24","36","60","Major Summon","10","20","40","60","100","Major Ice","6","12","24","36","60","","","","","","","Like Father Like Daughter","タイダリアサン","30131341","✓","✓"
"Summoning","","Madeen","5","SUM","All enemies","Magical","15.00","Holy","1.80","Three group attacks (5.00 each), minimum damage 2500","N","All enemies","75","2","6","Major Summon","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Holy","6","12","24","36","60","","","","","","","Protect the Espers!","マディーン","30131351","✓","✓"
"Summoning","","Lunar Leviathan","6","SUM","All enemies","Magical","18.92","Water","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","One-Eyed Tyrant","ルナリヴァイア","30131361","✓","✓"
"Summoning","","Dark Valefor","6","SUM","All enemies","Magical","18.92","Wind","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","White Crystal","6","12","18","30","60","Summoning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Terror of the Heavens","H・ヴァルファーレ","30131371","✓","✓"
"Summoning","","Bahamut (VI)","5","SUM","All enemies","Magical","16.50","NE","1.80","Three group attacks (5.50 each), minimum damage 2500","N","All enemies","80","2","6","Major Summon","0","20","40","60","100","Major Non-Elemental","0","12","24","36","60","Major Dark","0","12","24","36","60","","","","","","","Champions of the Sky"," バハムート【VI】","30131381","✓","✓"
"Summoning","","Lunar Ifrit","6","SUM","All enemies","Magical","18.92","Fire","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Revel in Destruction","ルナイフリート","30131391","✓","✓"
"Summoning","","Lunar Dragon","6","SUM","All enemies","Magical","18.92","Holy","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","White Crystal","6","12","18","30","60","Summoning Crystal","10","20","30","50","100","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Hard-Won Absolution","ルナドラゴン","30131401","✓","✓"
"Summoning","","Brothers","6","SUM","All enemies","Magical","18.92","Earth","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","An Arduous Journey","ブラザーズ","30131411","✓","✓"
"Summoning","","Dark Ixion","6","SUM","All enemies","Magical","18.92","Lightning","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Blood Against Destiny","H･イクシオン","30131421","✓","✓"
"Summoning","","Anima","6","SUM","All enemies","Magical","18.92","Dark","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Dark","アニマ","30131431","✓","✓"
"Summoning","","Dark Shiva","6","SUM","All enemies","Magical","18.92","Ice","1.80","Four group attacks (4.73 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Whispers in the Wind","H・シヴァ","30131451","✓","✓"
"Spellblade","","Fire Strike","2","PHY","Single","Physical","1.50","Fire","1.65","One single attack (1.50)","Y","Lowest HP% enemy","55","2","10","Lesser Power","5","10","20","30","50","Lesser Black","3","6","12","18","30","Lesser Fire","3","6","12","18","30","","","","","","","Dungeons Update #1","ファイア剣","30141001","✓","✓"
"Spellblade","","Fira Strike","3","PHY","Single","Physical","1.80","Fire","1.65","One single attack (1.80)","Y","Lowest HP% enemy","60","2","10","Power","5","10","20","30","50","Black","3","6","12","18","30","Fire","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ファイラ剣","30141002","✓","✓"
"Spellblade","","Firaga Strike","4","PHY","Single","Physical","2.10","Fire","1.65","One single attack (2.10)","Y","Lowest HP% enemy","70","2","10","Greater Power","5","10","20","30","50","Greater Black","3","6","12","18","30","Greater Fire","3","6","12","18","30","","","","","","","Back to the Skies","ファイガ剣","30141003","✓","✓"
