"Phantasmagoric","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ninjutsu (Edge Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Gauntlet (Yuffie Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Allegro con Moto","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","389","0","0","White Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Divine Dirge","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","394","0","0","White Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Celestial Stasis (Orran Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Wild Rose Prayer (Hilda Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Hymn of Healing (Deuce Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Passionate Salsa","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","407","0","0","White Crystal","0","Holy Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"War Dance (Penelo Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Slot (Selphie Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Penalty Snipe","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","413","0","0","Ice Crystal","0","Lightning Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Burnt Offering","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","421","0","0","Non-Elemental Crystal","0","Fire Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Icy Offering","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","422","0","0","Black Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Plasma Shock","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","423","0","0","Non-Elemental Crystal","0","Lightning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Beast Flare (Vincent Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Trinity Grenade","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","424","0","0","Fire Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Charged Shot (Cater Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Pyramid (Reno Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Trigger Happy (Prompt Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Demon's Cross","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","439","0","0","Black Crystal","0","Earth Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Necro Countdown","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","440","0","0","Non-Elemental Crystal","0","Ice Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Touched by Darkness","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","441","0","0","Non-Elemental Crystal","0","Fire Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Taboo Raid","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","442","0","0","Non-Elemental Crystal","0","Earth Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Shadow Drake (Golbez Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Darkness (Cecil (Dark Knight) Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Forbidden Cross","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","443","0","0","Black Crystal","0","Non-Elemental Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Sacrifice Pawn (Nabaat Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Double Hole (Exdeath Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Heartless Angel (Sephiroth Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Fellblade (Gaffgarion Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Bloodfeast (Seifer Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Dark Aura (Ardyn Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Sapphire Bullet","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","450","0","0","Ice Crystal","0","Lightning Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Icicle Bullet","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","451","0","0","Ice Crystal","0","Lightning Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Trinity Bombshell","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","452","0","0","Fire Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ruby Bombshell","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","453","0","0","White Crystal","0","Fire Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Midnight Bullet","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","455","0","0","Black Crystal","0","Lightning Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Jecht Shot (Tidus Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Lunatic Thunder","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","460","0","0","Black Crystal","0","Lightning Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Chilling Blizzard","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","461","0","0","Non-Elemental Crystal","0","Ice Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Angel Wing (Rinoa Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Howling Flames","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","464","0","0","Black Crystal","0","Fire Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Aetherial Force (Y'shtola Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Play Rough (Shantotto Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Quake Swing","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","479","0","0","Power Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Darkness Swing","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","480","0","0","Power Crystal","0","Earth Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Full Swing (Cinque Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Innocence (Gabranth Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
