"Realm","Img","Name","HP","ATK","DEF","MAG","RES","MND","ACC","EVA","SPD","HP - 99","ATK - 99","DEF - 99","MAG - 99","RES - 99","MND - 99","ACC - 99","EVA - 99","SPD - 99","HP - RS","ATK - RS","DEF - RS","MAG - RS","RES - RS","MND - RS","HP - LS","ATK - LS","DEF - LS","MAG - LS","RES - LS","MND - LS","SPD - LS","HP - RB","ATK - RB","DEF - RB","MAG - RB","RES - RB","MND - RB","SPD - RB","HP - CW","ATK - CW","DEF - CW","MAG - CW","RES - CW","MND - CW","HP - Mastery","ATK - Mastery","DEF - Mastery","MAG - Mastery","RES - Mastery","MND - Mastery","SPD - Mastery","Dagger","Sword","Katana","Axe","Hammer","Spear","Fist","Rod","Staff","Bow","Instrument","Whip","Thrown","Gun","Book","Blitzball","Hairpin","Gun-arm","Gambling Gear","Doll","Keyblade","Shield","Hat","Helm","Light Armor","Heavy Armor","Robe","Bracer","Accessory","Black Magic","White Magic","Combat","Support","Celerity","Summoning","Spellblade","Dragoon","Monk","Thief","Knight","Samurai","Ninja","Bard","Dancer","Machinist","Darkness","Sharpshooter","Witch","Heavy","ID"
"IV","","Golbez","19825","194","278","780","325","135","25","25","173","6825","164","173","205","194","105","25","25","123","600","0","5","35","11","0","500","0","30","40","40","0","0","10700","0","40","320","50","0","50","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","Y","Y","Y","Y","","","Y","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","5","","3","3","","","","","","","5","","","","","","6","","","","10401400"
"IV","","Cid (IV)","19841","726","297","147","216","142","26","25","179","7591","209","171","117","115","112","26","25","109","750","42","11","0","1","0","800","35","35","0","30","0","0","9500","280","50","0","40","0","70","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","","","Y","Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","4","","","","","","","","","","","","5","","","","","10401500"
"IV","","Ceodore","19595","720","332","156","307","229","25","25","186","6915","204","179","126","162","196","25","25","146","780","36","13","0","5","3","1000","30","40","0","40","0","0","9700","270","70","0","70","0","40","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","","","","Y","","","Y","Y","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","5","5","4","","","","","","","5","","","","","","","","","","10401800"
"IV","","Rubicante","17913","120","230","702","294","244","25","25","180","5813","90","133","212","170","184","25","25","140","400","0","7","30","14","10","500","0","20","40","30","20","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","120","0","0","0","Y","","","","","","Y","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","","","","","","","","","","","6","","","","10402000"
"IV","","Ursula","18732","708","267","150","258","179","25","30","214","6382","200","137","120","158","149","25","30","184","650","38","20","0","0","0","800","40","30","0","30","0","0","9700","280","50","0","40","0","30","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","Y","","","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","","5","","","","5","","","","","","","","","","","","10402100"
"IV","","Barbariccia","17816","141","221","685","325","141","25","30","182","5616","111","119","217","189","111","25","30","142","500","0","2","28","16","0","500","0","30","40","40","0","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","100","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","","","","","","","","","","","","6","","6","","10402200"
"V","","Lenna","17878","154","185","206","275","713","25","25","189","5198","124","105","176","164","214","25","25","149","480","0","0","0","21","29","500","0","30","0","40","40","0","10500","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","140","0","Y","","","","","","","Y","Y","Y","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","2","5","","","","","","","","","","","","","6","","","","","","10500200"
"V","","Galuf","20325","822","282","191","263","187","25","25","212","7120","206","163","161","161","157","25","25","172","605","36","9","0","2","0","800","40","30","0","30","0","0","10600","320","50","0","40","0","40","1200","30","30","30","30","30","0","190","0","0","0","0","0","Y","","Y","","Y","","Y","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","4","5","3","","","","","5","","","4","4","","","","","","","6","10500500"
"V","","Gogo (V)","17856","120","195","672","284","307","25","25","179","5876","90","105","217","176","194","25","25","129","280","0","0","25","8","23","500","0","20","40","30","20","0","10000","0","40","240","40","40","50","1200","30","30","30","30","30","0","0","0","120","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","","","","","","","","5","","","","","","","10500600"
"V","","Gilgamesh","20355","772","337","219","257","172","25","25","171","7985","197","202","189","157","142","25","25","121","870","35","15","0","0","0","800","40","30","0","30","0","0","9500","290","50","0","40","0","50","1200","30","30","30","30","30","0","180","10","0","0","0","0","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","","4","","","5","5","","","","","","","","","10500700"
"V","","Bartz","19129","814","275","179","236","179","25","33","193","6679","209","149","149","135","149","25","33","148","850","35","16","0","1","0","800","40","30","0","30","0","0","9600","250","50","0","40","0","40","1200","30","30","30","30","30","0","250","0","0","0","0","5","Y","Y","Y","Y","","Y","","","","Y","","","Y","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","4","","5","","","4","","","","","","","","6","","","10500800"
"V","","Faris","18212","790","263","150","263","165","25","32","217","6042","187","120","120","139","135","25","32","187","670","38","8","0","4","0","800","35","35","0","30","0","0","9500","290","70","0","60","0","30","1200","30","30","30","30","30","0","210","0","0","0","0","0","Y","Y","","","","Y","","","","Y","Y","Y","Y","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","","5","4","","","","","5","","","","","4","","","6","","","10500900"
"V","","Dorgann","20063","685","339","145","280","170","24","25","181","7513","204","190","115","150","140","24","25","141","850","31","19","0","0","0","800","40","30","0","30","0","0","9700","270","70","0","70","0","40","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","Y","Y","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","4","","","3","","","","5","2","","","","","","","","","10501000"
"V","","Exdeath","18925","154","213","724","287","557","25","25","173","5725","124","123","212","194","202","25","25","123","500","0","0","32","3","15","500","0","20","40","20","30","0","11000","0","40","300","40","250","50","1200","30","30","30","30","30","0","0","0","110","0","30","0","Y","Y","","","","","","Y","Y","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","5","5","","","","","","","","","","","","","","","6","","","","10501100"
"V","","Krile","17725","156","214","837","321","136","25","25","181","5525","126","114","217","191","106","25","25","141","500","0","0","30","10","0","500","0","30","40","40","0","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","260","0","0","0","Y","","","","","","","Y","Y","","","Y","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","","","","","5","","","","","","","","","","","","","4","","10501200"
"V","","Xezat","19071","689","282","205","240","179","27","25","180","6611","207","153","175","140","149","27","25","140","760","32","19","0","0","0","800","40","30","0","30","0","0","9700","270","50","0","40","0","40","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","4","","4","","","","5","","","","3","","","","","","","","","","10501600"
"V","","Kelger","18753","701","262","198","253","166","25","32","227","6538","206","142","161","143","136","25","32","187","715","40","5","7","0","0","800","35","25","0","20","0","20","9500","280","60","0","60","0","20","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","5","","","","","4","","","5","","","","","","","","10501700"
"VI","","Terra","18560","168","222","789","322","179","25","25","189","6500","135","120","217","194","149","25","25","149","560","3","2","32","8","0","500","0","30","40","40","0","0","9800","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","210","0","0","0","Y","Y","","","","","","Y","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","5","3","","4","","5","","","","","","","","","","","","","4","","10600100"
"VI","","Locke","19285","757","270","150","263","165","25","33","227","7150","205","138","120","149","135","25","33","187","835","27","17","0","4","0","800","35","25","0","20","0","20","9300","280","60","0","60","0","20","1200","30","30","30","30","30","0","180","0","0","0","0","0","Y","Y","","","","","","","","","","","Y","","","","","","","","","Y","Y","Y","Y","","Y","Y","Y","","","4","3","5","","","","","5","","","","","","","","6","","","10600300"
"VI","","Celes","19157","778","256","224","336","179","25","25","189","6707","200","141","194","224","149","25","25","149","850","28","5","0","12","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","200","0","0","0","0","0","Y","Y","","","","","","Y","Y","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","Y","4","3","3","","","","5","","","","5","","","","","","","","","","10600400"
"VI","","Mog","19045","311","327","197","369","536","25","29","209","6630","185","147","167","179","212","25","29","169","515","36","0","0","0","24","500","0","30","0","40","40","0","10200","60","120","0","120","100","40","1200","30","30","30","30","30","0","0","0","0","0","130","0","Y","","","","","Y","","Y","Y","","Y","","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","3","5","","","","","","5","","","","","","","6","","","","","","10600500"
"VI","","Edgar","19785","705","366","150","280","179","25","25","175","7235","202","209","120","149","149","25","25","135","850","23","27","0","1","0","800","40","30","0","30","0","0","9700","250","70","0","70","0","40","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","5","","","","","","","5","","","","","5","","6","","","10600600"
"VI","","Sabin","19580","742","284","150","225","179","25","25","204","7475","213","164","120","120","149","25","25","164","605","39","10","0","5","0","800","40","30","0","30","0","0","9500","280","50","0","40","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","Y","Y","","Y","","","Y","Y","","","5","","","","","","5","","","","","","","","","","","","10600700"
"VI","","Shadow","19940","778","250","203","267","165","25","32","227","6825","205","130","164","157","135","25","32","187","715","38","5","9","0","0","800","35","25","0","20","0","20","10400","330","60","0","60","0","20","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","Y","","","","","","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","","","4","","5","","","","","","","","5","","","","","6","","","10600800"
"VI","","Cyan","19155","729","276","165","235","179","25","25","189","6955","212","154","135","135","149","25","25","149","600","37","12","0","0","0","800","40","30","0","30","0","0","9600","270","50","0","40","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","5","","","","","","","","","5","","","","","","","","","10600900"
"VI","","Gau","18857","718","259","202","235","194","25","29","213","6857","203","135","172","120","164","25","29","173","600","40","9","0","5","0","800","35","25","0","20","0","20","9400","280","60","0","60","0","20","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","5","","5","","","","","","","","","","","","","","","","10601000"
"VI","","Setzer","18190","745","266","179","278","187","25","25","182","5980","176","123","149","149","157","25","25","142","710","34","8","0","9","0","800","35","35","0","30","0","0","9500","320","70","0","60","0","40","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","","","","","","","","","","","Y","","","","","","Y","","","Y","Y","Y","Y","","Y","Y","Y","","","3","5","3","","","","","","","","","","","5","","6","","","10601100"
"VI","","Strago","18630","135","217","770","306","249","25","25","189","5590","105","117","210","179","202","25","25","149","340","0","0","30","7","17","500","0","30","40","40","0","0","11000","0","40","310","50","0","40","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","3","","","","4","","","","","","","","","","","","","","","10601200"
"VI","","Relm","17890","148","175","270","268","707","25","25","189","5200","118","105","197","184","208","25","25","149","490","0","0","23","4","29","500","0","20","20","30","40","0","10500","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","140","0","Y","","","","","","","Y","Y","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","3","5","","4","","4","","","","","","","","","","","","","","","10601300"
"VI","","Gogo (VI)","17786","520","220","572","217","327","25","25","179","5876","199","130","211","127","203","25","25","129","710","16","0","16","0","14","500","30","20","30","20","20","0","9500","190","40","230","40","60","50","1200","30","30","30","30","30","0","55","0","55","0","0","0","Y","Y","","","","","","Y","Y","","","","","","","","","","","","","","Y","Y","Y","","Y","Y","Y","5","5","5","","","","","","","","","","","","","","","","","","10601400"
"VI","","Umaro","18889","705","277","150","221","150","26","25","170","6679","215","152","120","121","120","26","25","120","510","40","15","0","0","0","800","40","30","0","30","0","0","9700","270","50","0","40","0","50","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","","","","Y","","Y","","","","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","5","","","","","","5","","","","","","","","","6","","","10601500"
"VI","","Kefka","17950","194","227","727","342","105","25","25","189","5850","164","127","215","202","75","25","25","149","500","0","0","32","20","0","500","0","30","40","40","0","0","9900","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","","","","","","","Y","Y","","Y","","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","","","3","","","","","","","","","","5","4","","6","","","","10601600"
"VI","","Leo","19631","737","344","150","260","178","25","25","177","7081","210","197","120","130","148","25","25","107","850","37","17","0","0","0","800","40","30","0","30","0","0","9700","270","70","0","70","0","70","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","","","","","5","4","","","","","","","","6","10601700"
"VI","","Ultros","18662","498","253","538","247","180","25","25","189","6772","202","151","212","148","90","25","25","149","590","21","7","21","4","0","700","20","25","40","25","0","0","9400","210","40","220","40","60","40","1200","30","30","30","30","30","0","15","0","15","0","0","0","Y","","","","","","Y","Y","","","","Y","Y","","","","","","","","","","Y","","Y","","","Y","","5","","5","","","5","","","","","","","","","","","","","","","10607800"
"VII","","Cloud","20099","909","268","150","250","179","25","25","189","6679","212","149","120","149","149","25","25","149","820","37","9","0","1","0","800","40","30","0","30","0","0","10600","320","50","0","40","0","40","1200","30","30","30","30","30","0","270","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","3","","4","","","","","5","","","","","","","","6","10700100"
"VII","","Barret","18930","700","286","138","257","179","25","25","172","6930","187","142","108","135","149","25","25","122","600","38","9","0","2","0","800","35","35","0","30","0","0","9400","290","70","0","60","0","50","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","Y","","","","","Y","","Y","","Y","Y","Y","2","","3","5","","","","","","","","","","","","5","","6","","","10700200"
"VII","","Tifa","18727","755","284","179","249","179","25","30","209","6402","208","164","149","149","149","25","30","179","525","37","10","0","0","0","800","40","30","0","30","0","0","9800","280","50","0","40","0","30","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","","3","","","","5","","","","","","","","","","","","10700300"
"VII","","Aerith","17880","150","175","273","255","667","25","25","189","5200","120","105","206","169","209","25","25","149","480","0","0","17","6","28","500","0","20","20","30","40","0","10500","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","100","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","3","5","","2","","5","","","","","","","","","","","","","","","10700400"
"VII","","Red XIII","18100","376","277","615","250","239","25","25","209","6500","178","170","217","149","149","25","25","169","300","33","2","28","1","0","800","35","35","0","30","0","0","9300","50","40","260","40","60","40","1200","30","30","30","30","30","0","50","0","80","0","0","0","Y","","","","","","Y","","","","","","","","","","Y","","","","","","Y","Y","Y","","","Y","Y","4","1","3","5","","","","","","","","","","","","","","","","","10700500"
"VII","","Yuffie","18168","766","227","308","228","225","25","32","217","6328","197","130","191","127","135","25","32","187","640","19","2","17","6","0","700","40","25","20","25","0","0","9300","270","40","50","40","60","30","1200","30","30","30","30","30","0","210","0","0","0","0","0","Y","","Y","","","","Y","","","Y","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","3","","","","4","","","","","5","","","5","","4","","","6","","","10700600"
"VII","","Cait Sith","18167","194","337","439","385","441","25","29","184","6097","164","147","205","179","217","25","29","144","470","0","0","24","6","24","500","0","20","20","30","40","0","9900","0","140","160","140","40","40","1200","30","30","30","30","30","0","0","0","0","0","90","0","Y","","","","","","","Y","Y","","Y","","","","","","","","","","","","Y","","Y","","","Y","Y","","4","","","","4","","","","","","","","5","6","","","","","","10700700"
"VII","","Vincent","18151","506","213","661","233","120","31","25","212","6041","194","118","212","124","90","31","25","172","410","22","0","29","4","0","700","30","25","30","25","0","0","9800","160","40","280","50","0","40","1200","30","30","30","30","30","0","70","0","80","0","0","0","Y","","","","","","","Y","Y","","","","","Y","","","","","","","","","Y","","Y","","","Y","Y","5","","","4","","4","","","","","","","","","","5","6","6","","","10700800"
"VII","","Zack","20062","774","256","179","247","172","25","30","223","6512","212","135","149","157","142","25","30","173","850","37","16","0","0","0","800","35","25","0","20","0","20","10700","320","50","0","40","0","30","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","Y","Y","","","","Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","3","5","","3","","","","","","","","","","","","","","10700900"
"VII","","Sephiroth","20450","858","274","182","253","182","25","25","192","7150","228","152","152","152","152","25","25","152","800","40","12","0","1","0","800","40","30","0","30","0","0","10500","320","50","0","40","0","40","1200","30","30","30","30","30","0","200","0","0","0","0","0","Y","","Y","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","","Y","Y","3","","5","","","","","","","","","5","","","","","6","","","","10701000"
"VII","","Cid (VII)","20062","783","289","172","235","172","25","25","194","6662","203","169","142","135","142","25","25","154","800","40","10","0","0","0","800","40","30","0","30","0","0","10600","330","50","0","40","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","Y","Y","","","4","3","3","","","5","","","","","","","","5","","","","","10701100"
"VII","","Reno","18306","562","246","572","267","195","25","25","205","6616","202","151","202","172","105","25","25","165","490","20","0","30","0","0","700","30","25","30","25","0","0","9300","210","40","210","40","60","40","1200","30","30","30","30","30","0","70","0","70","0","0","0","Y","","","","","","Y","Y","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","4","","5","","","","","","","","","","","5","","","","","10701200"
"VII","","Angeal","20803","746","321","143","253","171","24","25","186","7453","204","195","113","151","141","24","25","146","850","32","16","0","2","0","800","40","30","0","30","0","0","10500","330","50","0","40","0","40","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","4","5","","","","5","","","","5","","","","","","","","","6","10701500"
"VII","","Rufus","19805","735","254","153","234","199","26","25","184","6500","210","131","123","139","149","26","25","144","705","35","13","0","5","0","700","40","30","0","20","20","0","10700","320","50","0","40","0","40","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","Y","Y","Y","","4","4","4","","","","","","","","","","","","","6","6","","","10701800"
"VII","","Shelke","19035","716","288","148","250","165","25","33","217","6930","206","139","118","127","135","25","33","187","705","35","14","0","3","0","800","35","35","0","30","0","0","9400","270","70","0","60","0","30","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","3","5","5","","","","","","","","","","","4","","","","","10701900"
"VII","","Rude","18613","545","252","548","249","255","25","25","182","6893","203","157","194","164","160","25","25","132","520","22","0","24","0","5","700","40","25","30","15","0","0","9300","200","40","220","40","60","50","1200","30","30","30","30","30","0","50","0","50","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","5","","","","","","5","","","","","","","","","","","","10702000"
"VII","","Elena","19077","718","262","154","245","177","26","25","187","6727","206","143","124","139","147","26","25","147","750","42","9","0","6","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","Y","","","","","","Y","Y","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","","4","","","","","","","","","","","5","","6","","","10702100"
"VII","","Genesis","19217","681","273","193","257","177","26","25","189","6777","209","148","163","157","147","26","25","149","840","32","15","0","0","0","800","40","30","0","30","0","0","9600","290","50","0","40","0","40","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","4","","5","","","","5","","","","","","","4","","","6","","","","10708000"
"VIII","","Squall","19015","802","264","179","249","179","25","25","175","6565","209","135","149","149","149","25","25","135","850","33","19","0","0","0","800","40","30","0","30","0","0","9600","270","50","0","40","0","40","1200","30","30","30","30","30","0","220","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","2","3","5","","3","","5","","","","","","","","","","","","","","10800100"
"VIII","","Rinoa","17945","174","220","817","291","179","25","25","189","5850","144","120","217","157","149","25","25","149","495","0","0","30","14","0","500","0","30","40","40","0","0","9900","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","240","0","0","0","Y","","","","","","","Y","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","3","","3","2","5","","","","","","","","","","","","6","6","","10800200"
"VIII","","Quistis","17940","203","214","691","281","251","25","25","189","5850","166","120","203","172","149","25","25","149","490","7","4","18","9","12","500","0","20","40","30","20","0","9900","0","40","240","40","40","40","1200","30","30","30","30","30","0","0","0","160","0","0","0","Y","","","","","","","Y","Y","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","4","2","","4","","","","","","","","","","","","","","","","","10800300"
"VIII","","Zell","18725","743","255","165","234","179","25","28","217","6500","208","141","135","144","149","25","28","187","525","40","9","0","0","0","800","35","25","0","20","0","20","9700","280","50","0","40","0","10","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","5","","4","","","","5","","","","","","","","","","","","10800400"
"VIII","","Selphie","18185","150","193","226","278","711","25","25","189","5720","120","112","179","176","208","25","25","149","465","0","1","17","12","23","500","0","30","0","40","40","0","10300","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","150","0","Y","","","","","","","Y","Y","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","3","5","","","3","","","","","","","","","","6","","","","","","10800500"
"VIII","","Irvine","18175","718","265","184","268","179","30","25","182","6045","179","121","154","142","149","30","25","142","530","44","9","0","6","0","800","35","35","0","30","0","0","9600","290","70","0","60","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","Y","Y","1","2","3","5","","","","","","","","","","","","5","","6","","","10800600"
"VIII","","Seifer","20250","750","331","148","266","172","25","25","189","7670","202","194","118","166","142","25","25","149","880","33","27","0","0","0","1000","35","30","0","30","0","0","9500","290","50","0","40","0","40","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","2","","5","3","","","","","","","5","5","","","","","6","","","","10800700"
"VIII","","Laguna","18940","759","249","156","252","172","25","25","184","6500","206","130","126","149","142","25","25","144","740","33","9","0","3","0","800","40","30","0","30","0","0","9700","290","50","0","40","0","40","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","","","","","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","4","3","4","","","","","","","","","","","5","","6","","","10800900"
"VIII","","Edea","17730","154","209","754","301","90","25","25","179","5525","124","109","224","164","60","25","25","129","505","0","0","30","17","0","500","0","30","40","40","0","0","10000","0","40","260","50","0","50","1200","30","30","30","30","30","0","0","0","170","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","","","","","","","","","","","","6","6","6","","10801000"
"VIII","","Raijin","19317","751","281","150","238","179","25","25","182","7147","201","158","120","138","149","25","25","132","570","40","13","0","0","0","800","40","30","0","30","0","0","9600","290","50","0","40","0","50","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","","","Y","Y","Y","Y","","","","","","","","","","","","","","","Y","Y","","Y","Y","","Y","Y","","","5","3","3","","","","5","","","","","","","","","","","","10801200"
"VIII","","Fujin","18211","198","216","722","274","190","25","25","199","5911","148","115","212","156","160","25","25","159","600","0","6","30","13","0","700","20","25","40","25","0","0","9800","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","140","0","0","0","Y","","","","","","","Y","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","4","","","","","","","","","5","","","","","6","","","10801300"
"VIII","","Kiros","18592","684","272","211","267","165","25","32","217","6537","202","132","170","147","135","25","32","187","555","37","5","11","0","0","800","35","35","0","30","0","0","9500","270","70","0","60","0","30","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","","","","","Y","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","4","4","5","","","","5","","","","5","","","","","6","","","10801500"
"VIII","","Ward","19656","689","296","147","229","162","25","26","168","7306","209","178","117","129","132","25","26","118","850","40","8","0","0","0","800","40","30","0","30","0","0","9500","270","50","0","40","0","50","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","","","","","Y","","","","","","","Y","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","","5","","","3","","","","","","","6","","6","10801600"
"VIII","","Ultimecia","18915","147","206","792","305","185","25","25","178","5690","117","106","224","164","152","25","25","128","525","0","0","28","21","3","500","0","30","40","40","0","0","11000","0","40","310","50","0","50","1200","30","30","30","30","30","0","0","0","160","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","5","","","","","","","","","","","6","","6","","10802000"
"IX","","Zidane","18952","738","271","150","245","165","25","33","227","6857","206","142","120","135","135","25","33","187","695","37","14","0","0","0","800","35","25","0","20","0","20","9400","260","60","0","60","0","20","1200","30","30","30","30","30","0","170","0","0","0","0","0","Y","Y","Y","","","","","","","","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","4","3","5","","","","","5","3","","","","","4","","","","","10900100"
"IX","","Garnet","18755","150","195","808","289","393","25","25","189","5850","120","105","214","179","194","25","25","149","505","0","0","24","10","19","500","0","20","40","30","20","0","10700","0","40","290","40","130","40","1200","30","30","30","30","30","0","0","0","210","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","2","","5","","","","","","","","5","","","","","","","10900200"
"IX","","Vivi","17275","123","212","809","346","142","25","25","181","5070","93","109","224","214","112","25","25","141","505","0","8","30","12","0","500","0","25","45","40","0","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","220","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","","","","","","","","","","","","","","","","10900300"
