"ID 1210 1211 1212 1213 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1226 1227 1228 1229 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10100 10101 10102 10103 10104 10105 10106 10107 10108 10109 11000 11001 11002 11003 11004 11005 11006 11007 11008 11009 11100 11101 11102 11103 11104 11105 11106 11107 11108 11109 200 201 202 203 204","Common Name Imperil Holy 40% (5s) Imperil Dark 40% (5s) Imperil Fire 40% (5s) Imperil Wind 40% (5s) Imperil Lightning 40% (5s) Imperil Water 40% (5s) Imperil Ice 40% (5s) Imperil Earth 40% (5s) Imperil Poison 40% (5s) Imperil Holy 20% (5s) Imperil Dark 20% (5s) Imperil Fire 20% (5s) Imperil Wind 20% (5s) Imperil Lightning 20% (5s) Imperil Water 20% (5s) Imperil Ice 20% (5s) Imperil Earth 20% (5s) Imperil Poison 20% (5s) Deshell =0 Deshell 10% (5s) Deshell 20% (5s) Deshell 30% (5s) Deshell 40% (5s) Deshell 50% (5s) Deshell 60% (5s) Deshell 10% (15s) Deshell 20% (15s) Deprotect =0 Deprotect 10% (5s) Deprotect 20% (5s) Deprotect 30% (5s) Deprotect 40% (5s) Deprotect 50% (5s) Deprotect 60% (5s) Deprotect 10% (15s) Deprotect 20% (15s) Poison Silence Paralyze Confuse Haste","Effects Holy Resistance -40%, cumulable Dark Resistance -40%, cumulable Fire Resistance -40%, cumulable Wind Resistance -40%, cumulable Lightning Resistance -40%, cumulable Water Resistance -40%, cumulable Ice Resistance -40%, cumulable Earth Resistance -40%, cumulable Poison Resistance -40%, cumulable Holy Resistance -20%, cumulable Dark Resistance -20%, cumulable Fire Resistance -20%, cumulable Wind Resistance -20%, cumulable Lightning Resistance -20%, cumulable Water Resistance -20%, cumulable Ice Resistance -20%, cumulable Earth Resistance -20%, cumulable Poison Resistance -20%, cumulable Removes all Deshell statuses when set Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Increases magical damage taken by 30%, cumulable Increases magical damage taken by 40%, cumulable Increases magical damage taken by 50%, cumulable Increases magical damage taken by 60%, cumulable Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Removes all Deprotect statuses when set Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Increases physical damage taken by 30%, cumulable Increases physical damage taken by 40%, cumulable Increases physical damage taken by 50%, cumulable Increases physical damage taken by 60%, cumulable Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Damages for 1/64 maximum HP every 5.00 seconds, persists after battle Disables BLK, WHT, BLU and SUM actions, persists after battle Prevents from acting Forces default action (Attack for characters), affects targeting (single: 50% random enemy, 50% random ally; group: 50% all enemies, 50% all allies), resets ATB when set or removed, removed upon taking damage by PHY attacks ATB speed x2.00","Default Duration 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 20 seconds 15 seconds 30 seconds -","MND Modifier - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ± 2,50% ± 2,00% ± 2,50% -","Exclusive Status - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Low Regen, Medium Regen, High Regen, Sap, Phantom Regen, Regenga - All ""Retaliate"" statuses All ""Retaliate"" statuses, Rage, Green Cherry, Ability Berserk Slow","Coded Name INCREASE_ELEMENT_DEF_HOLY_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_HOLY_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M2_TIME_SMALL_5000 UNSET_DESHELL INCREASE_DESHELL_LEVEL_1_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_2_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_3_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_4_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_5_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_6_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_1_TIME_MEDIUM INCREASE_DESHELL_LEVEL_2_TIME_MEDIUM UNSET_DEPROTECT INCREASE_DEPROTECT_LEVEL_1_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_2_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_3_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_4_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_5_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_6_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_1_TIME_MEDIUM INCREASE_DEPROTECT_LEVEL_2_TIME_MEDIUM POISON SILENCE PARALYSIS CONFUSION HASTE","Notes - - - - - - - - - - - - - - - - - - - - - - -"
"283036","Beyond +15% Boost","Increases damage dealt by 15% if the character's Realm is Beyond","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF_GAIDEN_SMALL_TIME_15000","-"
"283037","FF I +30% Boost","Increases damage dealt by 30% if the character's Realm is I","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF1_MEDIUM_TIME_15000","-"
"283038","FF II +30% Boost","Increases damage dealt by 30% if the character's Realm is II","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF2_MEDIUM_TIME_15000","-"
"283039","FF III +30% Boost","Increases damage dealt by 30% if the character's Realm is III","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF3_MEDIUM_TIME_15000","-"
"283040","FF IV +30% Boost","Increases damage dealt by 30% if the character's Realm is IV","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF4_MEDIUM_TIME_15000","-"
"283041","FF V +30% Boost","Increases damage dealt by 30% if the character's Realm is V","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF5_MEDIUM_TIME_15000","-"
"283042","FF VI +30% Boost","Increases damage dealt by 30% if the character's Realm is VI","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF6_MEDIUM_TIME_15000","-"
"283043","FF VII +30% Boost","Increases damage dealt by 30% if the character's Realm is VII","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF7_MEDIUM_TIME_15000","-"
"283044","FF VIII +30% Boost","Increases damage dealt by 30% if the character's Realm is VIII","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF8_MEDIUM_TIME_15000","-"
"283045","FF IX +30% Boost","Increases damage dealt by 30% if the character's Realm is IX","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF9_MEDIUM_TIME_15000","-"
"283046","FF X +30% Boost","Increases damage dealt by 30% if the character's Realm is X","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF10_MEDIUM_TIME_15000","-"
"283047","FF XI +30% Boost","Increases damage dealt by 30% if the character's Realm is XI","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF11_MEDIUM_TIME_15000","-"
"283048","FF XII +30% Boost","Increases damage dealt by 30% if the character's Realm is XII","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF12_MEDIUM_TIME_15000","-"
"283049","FF XIII +30% Boost","Increases damage dealt by 30% if the character's Realm is XIII","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF13_MEDIUM_TIME_15000","-"
"283050","FF XIV +30% Boost","Increases damage dealt by 30% if the character's Realm is XIV","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF14_MEDIUM_TIME_15000","-"
"283051","FF XV +30% Boost","Increases damage dealt by 30% if the character's Realm is XV","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF15_MEDIUM_TIME_15000","-"
"283052","Tactics +30% Boost","Increases damage dealt by 30% if the character's Realm is FFT","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FFT_MEDIUM_TIME_15000","-"
"283053","Type-0 +30% Boost","Increases damage dealt by 30% if the character's Realm is Type-0","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF_TYPE0_MEDIUM_TIME_15000","-"
"283054","Beyond +30% Boost","Increases damage dealt by 30% if the character's Realm is Beyond","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_FF_GAIDEN_MEDIUM_TIME_15000","-"
"283055","Core +9% Boost","Increases damage dealt by 9% if the character's Realm is Core","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_JOB_EXTRA_SMALL_TIME_15000","-"
"283056","Core +15% Boost","Increases damage dealt by 15% if the character's Realm is Core","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_JOB_SMALL_TIME_15000","-"
"283057","Core +30% Boost","Increases damage dealt by 30% if the character's Realm is Core","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_SERIES_JOB_MEDIUM_TIME_15000","-"
"283058","Dark Ability +30% Boost 1","Dark abilities deal 30% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_DARK_MEDIUM_TURN_1","-"
"283059","Prismatic +50% Boost","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison attacks deal 50% more damage","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_ALL_ELEMENTS_LARGE_TIME_15000","-"
"283060","Dragoon +30% Boost 2","Dragoon abilities deal 30% more damage","2 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_DRAGOON_MEDIUM_TURN_2","-"
"283061","","","","","","",""
"283062","Spellblade/Knight +30% Boost 3","Spellblade and Knight abilities deal 30% more damage","3 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_SPELLBLADE_KNIGHT_MEDIUM_TURN_3","-"
"283063","Prismatic +70% Boost 1","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison attacks deal 70% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_ALL_ELEMENTS_LARGE_TURN_1","-"
"283064","Summoning +30% Boost 2","Summoning abilities deal 30% more damage","2 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_SUMMON_MEDIUM_TURN_2","-"
"283065","Prismatic Perma-Boost","","","","","INCREASE_EXECUTED_DAMAGE_ALL_ELEMENTS_UNLIMITED",""
"283066","Dark/Holy Ability +30% Boost 1","Dark and Holy abilities deal 30% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_DARK_HOLY_MEDIUM_TURN_1","-"
"283067","Dark/Holy Ability +20% Boost 1","Dark and Holy abilities deal 20% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_DARK_HOLY_SMALL_120_TURN_1","-"
"283068","Dark/Holy Ability +10% Boost 1","Dark and Holy abilities deal 10% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_DARK_HOLY_EXTRA_SMALL_110_TURN_1","-"
"283069","Ice/Lightning Ability +30% Boost 6","Ice and Lightning abilities deal 30% more damage","6 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_LIGHTNING_MEDIUM_TURN_6","-"
"283070","Ice/Lightning Ability +15% Boost 6","Ice and Lightning abilities deal 15% more damage","6 turns","-","-","INCREASE_EXECUTED_DAMAGE_ICE_LIGHTNING_SMALL_TURN_6","-"
"283071","Ice/Water Ability +30% Boost 1","","","","","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_WATER_MEDIUM_TURN_1",""
"283072","","","","","","",""
"283073","Ice/Lightning/Water/Wind Ability +30% Boost 3","Ice, Lightning, Water and Wind abilities deal 30% more damage","3 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_LIGHTNING_WATER_WIND_MEDIUM_TURN_3","-"
"283074","Ice/Lightning/Water/Wind Ability +30% Boost 1","Ice, Lightning, Water and Wind abilities deal 30% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_LIGHTNING_WATER_WIND_MEDIUM_TURN_1","-"
"283075","Ice/Lightning/Water/Wind Ability +30% Boost 2","Ice, Lightning, Water and Wind abilities deal 30% more damage","2 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_LIGHTNING_WATER_WIND_MEDIUM_TURN_2","-"
"283076","(Ice/Water) Ability +30% Boost (15s)","Ice and Water abilities deal 30% more damage","15 seconds","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_WATER_MEDIUM_TIME_15000","-"
"283077","Prismatic Ability +30% Boost 3","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison abilities deal 30% more damage","3 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ALL_ELEMENTS_MEDIUM_TURN_3","-"
"283078","Fire/Ice/Wind/Earth Ability +30% Boost 1","Fire, Ice, Wind and Earth abilities deal 30% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_FIRE_ICE_WIND_EARTH_MEDIUM_TURN_1","-"
"283079","(Fire/Ice/Lightning) Ability +30% Boost 2","Fire, Ice and Lightning abilities deal 30% more damage","2 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_FIRE_ICE_LIGHTNING_MEDIUM_TURN_2","-"
"283080","(Earth/Holy) Ability +30% Boost 2","Earth and Holy abilities deal 30% more damage","2 turns","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_EARTH_HOLY_MEDIUM_TURN_2","-"
"283081","Monk +50% Boost 1","Monk abilities deal 50% more damage","1 turn","-","-","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_MONK_LARGE_TURN_1","-"
"283082","Prismatic +30% Boost","","","","","INCREASE_EXECUTED_DAMAGE_ALL_ELEMENTS_MEDIUM_TIME_15000",""
"283083","Weakness +30% Boost (5s)","","","","","INCREASE_EXECUTED_DAMAGE_WEAKNESS_MEDIUM_TIME_SMALL_5000",""
"283084","Water/Ice/Earth Ability +30% Boost","","","","","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_WATER_ICE_EARTH_MEDIUM_TIME_15000",""
"283085","","","","","","",""
"283086","Wind, Holy Ability +30% Boost 2","","","","","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_WIND_HOLY_MEDIUM_TURN_2",""
"283087","Fire, Ice Ability +30% Boost 3","","","","","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_ICE_FIRE_MEDIUM_TURN_3",""
"283088","Fire, Wind Ability +50% Boost 1","","","","","INCREASE_EXECUTED_DAMAGE_BY_ABILITY_FIRE_WIND_LARGE_TURN_1",""
"283089","","","","","","",""
"284000","","","","","","",""
"284001","Fire Resonance +5% Boost","Fire abilities deal 5% more damage","15 seconds","-","-","RESONANCE_FIRE","-"
"284002","Ice Resonance +5% Boost","Ice abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE","-"
"284003","Lightning Resonance +5% Boost","Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_LIGHTNING","-"
"284004","Earth Resonance +5% Boost","Earth abilities deal 5% more damage","15 seconds","-","-","RESONANCE_EARTH","-"
"284005","Wind Resonance +5% Boost","Wind abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND","-"
"284006","Water Resonance +5% Boost","Water abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WATER","-"
"284007","Holy Resonance +5% Boost","Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_HOLY","-"
"284008","Dark Resonance +5% Boost","Dark abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARK","-"
"284009","Poison Resonance +5% Boost","Poison abilities deal 5% more damage","15 seconds","-","-","RESONANCE_POISON","-"
"284010","(Wind/Dark) Resonance +5% Boost","Wind and Dark abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND_AND_DARK","-"
"284011","(Lightning/Dark) Resonance +5% Boost","Lightning and Dark abilities deal 5% more damage","15 seconds","-","-","RESONANCE_LIGHTNING_AND_DARK","-"
"284012","(Earth/Holy) Resonance +5% Boost","Earth and Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_EARTH_AND_HOLY","-"
"284013","(Ice/Water) Resonance +5% Boost","Ice and Water abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_WATER","-"
"284014","Dark/Fire Resonance +5% Boost","Dark and Fire abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARK_AND_FIRE","-"
"284015","Wind/Lightning Resonance +5% Boost","Wind and Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND_AND_LIGHTNING","-"
"284016","Wind/Fire Resonance +5% Boost","Wind and Fire abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND_AND_FIRE","-"
"284017","Fire/Earth Resonance +5% Boost","Fire and Earth abilities deal 5% more damage","15 seconds","-","-","RESONANCE_FIRE_AND_EARTH","-"
"284018","Ice/Water/Lightning Resonance +5% Boost","Ice, Water and Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_WATER_LIGHTNING","-"
"284019","Dark/Earth/Wind Resonance +5% Boost","Dark, Earth and Wind abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARK_AND_EARTH_AND_WIND","-"
"284020","(Wind/Holy) Resonance +5% Boost","Wind and Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND_AND_HOLY","-"
"284021","(Ice/Dark) Resonance +5% Boost","Ice and Dark abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_DARK","-"
"284022","Wind/Poison Resonance +5% Boost","Wind and Poison abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WIND_AND_POISON","-"
"284023","Dark/Holy Resonance +5% Boost","Dark and Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARK_AND_HOLY","-"
"284024","Earth/Lightning Resonance +5% Boost","Earth and Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_EARTH_AND_LIGHTNING","-"
"284025","(Ice/Lightning) Resonance +5% Boost","Ice and Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_LIGHTNING","-"
"284026","Holy/Water Resonance +5% Boost","Holy and Water abilities deal 5% more damage","15 seconds","-","-","RESONANCE_HOLY_AND_WATER","-"
"284027","Ice/Lightning/Water/Wind Resonance +5% Boost","Ice, Lightning, Water and Wind abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_LIGHTNING_WATER_WIND","-"
"284028","(Dark/Ice) Resonance +5% Boost","Dark and Ice abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARK_AND_ICE","-"
"284029","Water/Ice/Earth Resonance +5% Boost","Water, Ice and Earth abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WATER_ICE_EARTH","-"
"284030","Fire/Earth/Ice Resonance +5% Boost","Fire, Earth and Ice abilities deal 5% more damage","15 seconds","-","-","RESONANCE_FIRE_AND_EARTH_AND_ICE",""
"284031","Lightning/Holy Resonance +5% Boost","Lightning and Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_LIGHTNING_AND_HOLY","-"
"284032","Holy/Fire Resonance +5% Boost","Holy and Fire abilities deal 5% more damage","15 seconds","-","-","RESONANCE_HOLY_AND_FIRE","-"
"284033","Fire/Earth/Lightning Resonance +5% Boost","Fire, Earth and Lightning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_FIRE_AND_EARTH_AND_LIGHTNING ","-"
"284034","Ice/Fire Resonance +5% Boost","Ice and Fire abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_FIRE",""
"284035","Ice/EarthResonance +5% Boost","Ice and Earthabilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_EARTH",""
"284036","(Ice/Holy) Resonance +5% Boost","Ice and Holy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ICE_AND_HOLY",""
"284037","Water, Poison Resonance +5% Boost","Water or Poison abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WATER_AND_POISON",""
"284038","Earth, Wind, Holy, Poison +5% Boost","Earth, Wind, Holy or Poison abilities deal 5% more damage","15 seconds","-","-","RESONANCE_HOLY_EARTH_WIND_POISON",""
"284039","Wind, Water Resonance +5% Boost","Wind or Water abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WATER_AND_WIND",""
"284100","","","","","","",""
"284101","Dragoon Resonance +5% Boost","Dragoon abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DRAGON","-"
"284102","Ninja Resonance +5% Boost","Ninja abilities deal 5% more damage","15 seconds","-","-","RESONANCE_NINJA","-"
"284103","Spellblade Resonance +5% Boost","Spellblade abilities deal 5% more damage","15 seconds","-","-","RESONANCE_SPELLBLADE","-"
"284104","White Magic Resonance +5% Boost","White Magic abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WHITE_MAGIC","-"
"284105","Sharpshooter Resonance +5% Boost","Sharpshooter abilities deal 5% more damage","15 seconds","-","-","RESONANCE_SHOOTER","-"
"284106","Darkness Resonance +5% Boost","Darkness abilities deal 5% more damage","15 seconds","-","-","RESONANCE_DARKNESS","-"
"284107","Black Magic Resonance +5% Boost","Black Magic abilities deal 5% more damage","15 seconds","-","-","RESONANCE_BLACK_MAGIC","-"
"284108","Celerity/Combat Resonance +5% Boost","Celerity and Combat abilities deal 5% more damage","15 seconds","-","-","RESONANCE_CELERITY_COMBAT","-"
"284109","Monk Resonance +5% Boost","Monk abilities deal 5% more damage","15 seconds","-","-","RESONANCE_MONK","-"
"284110","Machinist Resonance +5% Boost","Machinist abilities deal 5% more damage","15 seconds","-","-","RESONANCE_MACHINIST","-"
"284111","Thief Resonance +5% Boost","Thief abilities deal 5% more damage","15 seconds","-","-","RESONANCE_THIEF","-"
"284112","Machinst/Support Resonance +5% Boost","Machinist and Support abilities deal 5% more damage","15 seconds","-","-","RESONANCE_MACHINIST_AND_SUPPORT","-"
"284113","Samurai Resonance +5% Boost","Samurai abilities deal 5% more damage","15 seconds","-","-","RESONANCE_SAMURAI","-"
"284114","Witch Resonance +5% Boost","Witch abilities deal 5% more damage","15 seconds","-","-","RESONANCE_WITCH","-"
"284115","Thief/Celerity Resonance +5% Boost","Thief and Celerity abilities deal 5% more damage","15 seconds","-","-","RESONANCE_THIEF_AND_CELERITY","-"
"284116","Summoning Resonance +5% Boost","Summoning abilities deal 5% more damage","15 seconds","-","-","RESONANCE_SUMMONING","-"
"284117","Celerity/Support/Ninja Resonance +5% Boost","Celerity, Support and Ninja abilities deal 5% more damage","15 seconds","-","-","RESONANCE_CELERITY_SUPPORT_NINJA","-"
"284118","Knight Resonance +5% Boost","Knight abilities deal 5% more damage","15 seconds","-","-","RESONANCE_KNIGHT","-"
"284119","(Samurai/Knight) Resonance +5% Boost","Samurai and Knight abilities deal 5% more damage","15 seconds","-","-","RESONANCE_SAMURAI_KNIGHT","-"
"284121","Celerity/Support Resonance +5% Boost","Celerity and Support abilities deal 5% more damage","15 seconds","-","-","RESONANCE_CELERITY_AND_SUPPORT","-"
"284122","Heavy Resonance +5% Boost","Heavy abilities deal 5% more damage","15 seconds","-","-","RESONANCE_HEAVY","-"
"284123","Knight/Darkness Resonance +5% Boost","","","","","RESONANCE_KNIGHT_AND_DARKNESS",""
"284124","Knight/Spellblade Resonance +5% Boost","","","","","RESONANCE_KNIGHT_AND_SPELLBLAD",""
"284125","","","","","","",""
"284126","","","","","","",""
"284127","","","","","","",""
"284128","","","","","","",""
"284129","","","","","","",""
"284200","","","","","","",""
"284201","","","","","","",""
"284202","","","","","","",""
"284203","","","","","","",""
"284204","","","","","","",""
"284205","","","","","","",""
"284206","White Magic Healing Resonance Boost +5%","White Magic abilities restore 5% more HP","15 seconds","-","-","RESONANCE_WHITE_MAGIC_ABILITY_INCREASE_EXECUTED_HEAL_SMALL_105","-"
"284207","Ability Resonance +5% Boost","Abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ABILITY","-"
"284208","Prismatic Resonance Boost 5%","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison abilities deal 5% more damage","15 seconds","-","-","RESONANCE_ALL_ELEMENT_ABILITY","-"
"284209","Dancer Healing Resonance +5% Boost","Dancer abilities restore 5% more HP","15 seconds","-","-","RESONANCE_DANCER_ABILITY_INCREASE_EXECUTED_HEAL_SMALL_105",""
"284210","White Magic and Summoning Healing Resonance Boost +5%","White Magic and Summoning abilities restore 5% more HP","15 seconds","-","-","RESONANCE_WHITE_MAGIC_SUMMONING_ABILITY_INCREASE_EXECUTED_HEAL_SMALL_105","-"
"284211","","","","","","",""
"284212","","","","","","",""
"284213","","","","","","",""
"284214","","","","","","",""
"284215","","","","","","",""
"284216","","","","","","",""
"284217","","","","","","",""
"284218","","","","","","",""
"284219","","","","","","",""
"285000","","","","","","",""
"285001","","","","","","",""
"285002","","","","","","",""
"285003","Lightning  Resonance +3% Boost","","","","","RESONANCE_LIGHTNING_SMALL",""
"285004","","","","","","",""
"285005","Wind Resonance +3% Boost","","","","","RESONANCE_WIND_SMALL",""
"285006","","","","","","",""
"285007","","","","","","",""
"285008","","","","","","",""
"285009","Poison Resonance +3% Boost","Poison abilities deal 3% more damage","15 seconds","-","-","RESONANCE_POISON_SMALL","-"
"285010","","","","","","",""
"285011","(Lightning/Dark) Resonance +3% Boost","Lightning and Dark abilities deal 3% more damage","15 seconds","-","-","RESONANCE_LIGHTNING_AND_DARK_SMALL","-"
"285012","Fire/Lightning Resonance +3% Boost","Fire and Lightning abilities deal 3% more damage","15 seconds","-","-","RESONANCE_FIRE_AND_LIGHTNING_SMALL","-"
"285013","","","","","","",""
"285014","","","","","","",""
"285015","","","","","","",""
"285016","","","","","","",""
"285017","","","","","","",""
"285018","","","","","","",""
"285019","","","","","","",""
"285030","Fire/Earth/Ice Resonance +3% Boost","Fire, Earth and Ice abilities deal 3% more damage","15 seconds","-","-","RESONANCE_FIRE_AND_EARTH_AND_ICE_SMALL","-"
"285031","","","","","","",""
"285032","","","","","","",""
"285033","","","","","","",""
"285034","","","","","","",""
"285035","","","","","","",""
"285036","","","","","","",""
"285037","","","","","","",""
"285038","","","","","","",""
"285039","","","","","","",""
"285100","","","","","","",""
"285101","Dragoon Resonance +3% Boost","Dragoon abilities deal 3% more damage","15 seconds","-","-","RESONANCE_DRAGON_SMALL","-"
"285102","","","","","","",""
