"Realm Core Core Core Core Core Core Core Core Core Core Core Core Core Core","Character Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro","Img ","Name HP +100 HP +200 HP +300 HP +400 HP +1000 HP +100 HP +100 HP +100 HP +100 HP +200 HP +200 HP +200 HP +200 HP +400","Effect HP +100 HP +200 HP +300 HP +400 HP +1000 HP +100 HP +100 HP +100 HP +100 HP +200 HP +200 HP +200 HP +200 HP +400","Mote 1 Required Spirit (6★) Spirit (6★) Spirit (6★) Spirit (6★) Spirit (6★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 2 Required Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 3 Required Vitality (6★) Vitality (6★) Vitality (6★) Vitality (6★) Vitality (6★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 4 Required ","","Hero Mote Required ",""
"III","Aria","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"III","Aria","","Maiden of Water","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"III","Desch","","DEF +10","DEF +10","Dexterity (6★)","14","Vitality (6★)","7","","","","","",""
"III","Desch","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"III","Desch","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"III","Desch","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","2","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","20","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","5","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"III","Desch","","MAG +10","MAG +10","Dexterity (6★)","14","","","","","","","",""
"III","Desch","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"III","Desch","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"III","Desch","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"III","Desch","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"III","Desch","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"III","Desch","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"III","Desch","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"III","Desch","","HP +300","HP +300","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"III","Desch","","","Lightning dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"III","Desch","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"III","Desch","","SPD +10","SPD +10","Spirit (6★)","10","Vitality (6★)","5","","","","","",""
"III","Desch","","III Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 III characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"III","Desch","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"III","Desch","","","Lightning ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"III","Desch","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"III","Desch","","","MAG +80","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"III","Desch","","Bolt of the Ancients","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"III","Desch","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"III","Desch","","","III Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"III","Desch","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"III","Desch","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"III","Desch","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"III","Desch","","Ancient Lightning","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"III","Desch","","","III Realm Damage Boost 2","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Cecil (Paladin)","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Cecil (Paladin)","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"IV","Cecil (Paladin)","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","2","Vitality (6★)","4","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","8","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"IV","Cecil (Paladin)","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","8","Dexterity (6★)","4","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","8","Dexterity (6★)","4","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Cecil (Paladin)","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","6","Dexterity (6★)","6","Vitality (6★)","6","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","4","Dexterity (6★)","4","Vitality (6★)","4","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","8","Dexterity (6★)","8","Vitality (6★)","8","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Paladin)","","HP +100","HP +100","Spirit (6★)","6","Dexterity (6★)","6","Vitality (6★)","6","","","",""
"IV","Cecil (Paladin)","","HP +300","HP +300","Spirit (6★)","8","Dexterity (6★)","8","Vitality (6★)","8","","","",""
"IV","Cecil (Paladin)","","","Holy dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Cecil (Paladin)","","HP +500","HP +500","Spirit (6★)","9","Dexterity (6★)","9","Vitality (6★)","9","","","",""
"IV","Cecil (Paladin)","","SPD +10","SPD +10","Spirit (6★)","1","Vitality (6★)","3","","","","","",""
"IV","Cecil (Paladin)","","IV Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 IV characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"IV","Cecil (Paladin)","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Paladin)","","","Holy ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"IV","Cecil (Paladin)","","","ATK +30","Spirit (6★)","6","Dexterity (6★)","6","Vitality (6★)","6","","","",""
"IV","Cecil (Paladin)","","HP +1000","HP +1000","Spirit (6★)","11","Dexterity (6★)","11","Vitality (6★)","11","","","",""
"IV","Cecil (Paladin)","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Cecil (Paladin)","","Paladin Force","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"IV","Cecil (Paladin)","","","MND +90","Spirit (6★)","18","Dexterity (6★)","18","Vitality (6★)","18","","","",""
"IV","Cecil (Paladin)","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Cecil (Paladin)","","","IV Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Cecil (Paladin)","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"IV","Cecil (Paladin)","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Cecil (Paladin)","","","Holy Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Cecil (Paladin)","","","Holy Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Cecil (Paladin)","","","IV Realm Damage Boost 2","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Rydia","","DEF +10","DEF +10","Dexterity (6★)","14","Vitality (6★)","7","","","","","",""
"IV","Rydia","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"IV","Rydia","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"IV","Rydia","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","2","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","20","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","5","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"IV","Rydia","","MAG +10","MAG +10","Dexterity (6★)","14","","","","","","","",""
"IV","Rydia","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"IV","Rydia","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"IV","Rydia","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Rydia","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Rydia","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"IV","Rydia","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"IV","Rydia","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Rydia","","HP +300","HP +300","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Rydia","","Weakness Damage +6%","Increases damage dealt by 6% when exploiting elemental weakness","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Rydia","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Rydia","","SPD +10","SPD +10","Spirit (6★)","10","Vitality (6★)","5","","","","","",""
"IV","Rydia","","","Black Magic and Summoning dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"IV","Rydia","","IV Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 IV characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"IV","Rydia","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Rydia","","","MAG +60","Spirit (6★)","12","Dexterity (6★)","12","Vitality (6★)","12","","","",""
"IV","Rydia","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Rydia","","Summoner's Band","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"IV","Rydia","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Rydia","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Rydia","","","IV Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Rydia","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"IV","Rydia","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Rydia","","","IV Realm Damage Boost 2","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Rydia","","","Water Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Rydia","","","Earth Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Rydia","","","Holy Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","14","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","20","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"IV","Kain","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"IV","Kain","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"IV","Kain","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"IV","Kain","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Kain","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Kain","","DEF +10","DEF +10","Dexterity (6★)","7","Vitality (6★)","14","","","","","",""
"IV","Kain","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"IV","Kain","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Kain","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"IV","Kain","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"IV","Kain","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"IV","Kain","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"IV","Kain","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Kain","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Kain","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Kain","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Kain","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Kain","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Kain","","","Dragoon dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"IV","Kain","","","Lightning dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Kain","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Kain","","SPD +10","SPD +10","Spirit (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Kain","","IV Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 IV characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"IV","Kain","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Kain","","","ATK +70","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"IV","Kain","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Kain","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Kain","","Dragoon's Pride","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"IV","Kain","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Kain","","","IV Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Kain","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"IV","Kain","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Kain","","","Lightning Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Kain","","","Dark Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Kain","","","IV Realm Damage Boost 2","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"IV","Kain","","Gungnir","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","14","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","20","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"IV","Cecil (Dark Knight)","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"IV","Cecil (Dark Knight)","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"IV","Cecil (Dark Knight)","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"IV","Cecil (Dark Knight)","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Cecil (Dark Knight)","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Cecil (Dark Knight)","","DEF +10","DEF +10","Dexterity (6★)","7","Vitality (6★)","14","","","","","",""
"IV","Cecil (Dark Knight)","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"IV","Cecil (Dark Knight)","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"IV","Cecil (Dark Knight)","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"IV","Cecil (Dark Knight)","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"IV","Cecil (Dark Knight)","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"IV","Cecil (Dark Knight)","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"IV","Cecil (Dark Knight)","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Cecil (Dark Knight)","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Cecil (Dark Knight)","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Cecil (Dark Knight)","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Cecil (Dark Knight)","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Dark Knight)","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Dark Knight)","","","Darkness dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"IV","Cecil (Dark Knight)","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Dark Knight)","","SPD +10","SPD +10","Spirit (6★)","5","Vitality (6★)","10","","","","","",""
"IV","Cecil (Dark Knight)","","","PHY dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Cecil (Dark Knight)","","IV Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 IV characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"IV","Cecil (Dark Knight)","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"IV","Cecil (Dark Knight)","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"IV","Cecil (Dark Knight)","","","ATK +80","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"IV","Cecil (Dark Knight)","","Darkness","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"IV","Cecil (Dark Knight)","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"IV","Cecil (Dark Knight)","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Cecil (Dark Knight)","","","IV Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"IV","Cecil (Dark Knight)","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"IV","Cecil (Dark Knight)","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"IV","Cecil (Dark Knight)","","","Dark Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
