"Realm","Character","Img","Name","Tier","LB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Mastery Bonus","Limit Break Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"IX","Garnet","","Judgment Day","LBO","","SUM","Single enemy","Magical","120.00","Holy","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Effulgent Cape (IX)","裁きの時","20360032","","","✓"
"IX","Garnet","","Woven Bond: Garnet (Lightning)","LBC","","SUM","Single enemy","Magical","26.00","Lightning, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Garnet (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Rainbow Robe (IX)","紡絆・ガーネット雷","20360038","","","✓"
"IX","Vivi","","Elemental Ball","LBO","","BLK","Single enemy","Magical","96.00","Fire, Ice, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","El Dorado (IX)","エレメントボール","20370017","10","✓","✓"
"IX","Vivi","","Woven Bond: Vivi (Fire)","LBC","","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Vivi (Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Flamescepter (IX)","紡絆・ビビ炎","20370037","","✓","✓"
"IX","Steiner","","Frostfire Thunder Carnage","LBO","","PHY","Single enemy","Physical","32.00","Fire, Lightning, Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Maximillian (IX)","極大・氷炎雷鳴剣","20570016","10","✓","✓"
"IX","Steiner","","Woven Bond: Steiner","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes to Ice/NE or Lightning/NE if the user has any Attach Ice or Attach Lightning, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode: Steiner] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Night Lotus (IX)","紡絆・スタイナー","20570026","","","✓"
"IX","Steiner","","Woven Bond: Steiner (Fated)","LBC","","PHY","Single enemy","Physical","8.00","Fire, Lightning, Ice","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes to Ice/NE or Lightning/NE if the user has any Attach Ice or Attach Lightning, activates Spellblade Chain (max 150, field +0%) or adds 25 to the current Spellblade Chain maximum limit, grants [Chain Force Mode: Steiner (Spellblade)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Shamshir (IX)","紡絆・スタイナー天命","20570031","","","✓"
"IX","Freya","","Woven Bond: Freya","LBC","","PHY","Single enemy","Physical","","Wind, NE","0.01","Ten single jump attacks (? each) capped at 19999, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode (Freya)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Gae Bolg (IX)","紡絆・フライヤ","22110024","","",""
"IX","Eiko","","Guardian Madeen","LBGS","","NAT","Self","","","","0.01","Summons Madeen for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Wind 3 with Stacking] and [Damage Cap +20000] to Madeen","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Summoner's Flute (IX)","Gマディーン","20620022","","✓","✓"
"IX","Amarant","","Bond Flash (Amarant)","LBG","","NAT","All allies","","","","0.01","Grants [Quick Cast 2], grants [ATK, DEF, MAG and RES +30% (25s)] if 4+ FF9 allies are alive","N","All allies","0","ATK +10","Prismatic Damage Up","Power Wrist (IX)","絆閃【サラマンダー】","20870016","","✓","✓"
"IX","Amarant","","Woven Bond: Amarant (Fire)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Amarant (Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Flame Claws (IX)","紡絆・サラマンダー炎","20870017","","","✓"
"IX","Amarant","","Red-hot Knuckle Blow","LBO","","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Burning Knuckles (IX)","爆砕焔滅拳","20870021","","","✓"
"IX","Amarant","","Woven Bond: Amarant","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode: Amarant] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Brave Suit (IX)","紡絆・サラマンダー","20870023","","","✓"
"IX","Beatrix","","Woven Bond: Beatrix (Holy)","LBC","","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Instant ATB 1] and [Chain Force Mode: Beatrix (Holy)] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Ambitious (IX)"," 紡絆・ベアトリクス聖","22050025","","","✓"
"IX","Kuja","","Force Requiem","LBO","","BLK","Single enemy","Magical","120.00","Dark","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Rod of Death (IX)","フォースレクイエム","22240021","","✓","✓"
"IX","Kuja","","Woven Bond: Kuja (Dark)","LBC","","BLK","Single enemy","Magical","26.00","Dark, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Kuja (Dark)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Bone Plate (IX)","紡絆・クジャ闇","22240024","","✓","✓"
"IX","Marcus","","Turbulent Venom","LBO","","PHY","Single enemy","Physical","40.00","Wind, Poison","3.75","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Phase Cutter (IX)","ベノムタービランス","23070012","","✓","✓"
"IX","Marcus","","Spiraling Flash (Marcus)","LBG","","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 40% (5s)] and [Imperil Poison 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","ATK +10","Wind Damage Up, Poison Damage Up","Gigas Armlet (IX)","降閃【マーカス】","23070013","","✓","✓"
"IX","Marcus","","Woven Bond: Marcus (Poison)","LBC","","PHY","Single enemy","Physical","8.00","Poison, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Poison Chain (max 150, field +0%) or adds 25 to the current Poison Chain maximum limit, grants [Chain Force Mode: Marcus (Poison)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Marcus' Diamond Bangle (IX)","紡絆・マーカス毒","23070018","","","✓"
"X","Tidus","","Water Raiment (Tidus)","LBG","","NAT","All allies","","","","0.01","Grants [Attach Water]","N","All allies","250","ATK +10","Water Damage Up","Defending Shield (X)","水装【ティーダ】","20130022","8","✓","✓"
"X","Tidus","","Heavy Rain","LBO","","PHY","Single enemy","Physical","32.00","Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [100% Critical 1] and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Fayth Sphere (X)","ヘヴィレイン","20130023","10","✓","✓"
"X","Tidus","","Woven Bond: Tidus (Water)","LBC","","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode: Tidus (Water)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Hauteclaire (X)","紡絆・ティーダ水","20130032","","","✓"
"X","Tidus","","Woven Bond: Tidus","LBC","","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit, grants [Chain Force Mode: Tidus] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Tidus's Gloves (X)","紡絆・ティーダ","20130037","","","✓"
"X","Yuna","","Guardian Valefor","LBGS","","NAT","Self","","","","0.01","Summons Valefor for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Holy 3 with Stacking] and [Damage Cap +20000] to Valefor","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Prism Rod (X)","Gヴァルファーレ","20520024","","✓","✓"
"X","Yuna","","Blast Ray","LBO","","SUM","Single enemy","Magical","96.00","Holy, Wind","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES, grants [HP Stock (3000)] to all allies","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Rod of Faith (X)","ブラスト・レイ","20520030","","✓","✓"
"X","Yuna","","Woven Bond: Yuna (Holy)","LBC","","SUM","Single enemy","Magical","26.00","Holy, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode: Yuna] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Diamond Tiara (X)","紡絆・ユウナ聖","20520035","","","✓"
"X","Yuna","","Woven Bond: Yuna","LBC","","SUM","Single enemy","Magical","","Holy, NE","0.01","10 single-target Holy/NE summon magic attacks at Cap Break Level 1, activates X Chain (150 or +25) & +10 Chain Count to all targets, Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using White Magic/Summoning abilities, grants Quick Cast 1 to party (max 2 chases)","N","Lowest HP% enemy","250","","","Nirvana (X)","紡絆・ユウナ","20520042","","",""
"X","Wakka","","Water Flash (Wakka)","LBG","","PHY","Single enemy","Physical","3.36","Water, NE","0.01","One single attack (3.36) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","250","ATK +10","Water Damage Up","Blind Pass (X)","水閃【ワッカ】","20150014","","✓","✓"
"X","Wakka","","Blitz Off","LBO","","PHY","Single enemy","Physical","40.00","Water","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Breakaway (X)","ブリッツオフ","20150019","","✓","✓"
"X","Wakka","","Spiraling Flash (Wakka)","LBG","","NAT","Single enemy","","","","0.01","Causes [Imperil Water 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","ATK +10","Water Damage Up","Power Play (X)","降閃【ワッカ】","20150020","","✓","✓"
"X","Wakka","","Woven Bond: Wakka (Water)","LBC","","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Wakka] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Double Penalty (X)","紡絆・ワッカ水","20150023","","","✓"
"X","Wakka","","Woven Bond: Wakka","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","Ten single ranged attacks (? each) capped at 19999, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Wakka] and [Instant ATB 1]","N","Lowest HP% enemy","250","","","Imperial Guard (X)","紡絆・ワッカ","20150029","","",""
"X","Lulu","","Tri-Energy","LBO","","BLK","Single enemy","Magical","96.00","Ice, Water, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Tonberry Doll (X)","トライエナジー","20880022","","✓","✓"
"X","Lulu","","Woven Bond: Lulu (Ice)","LBC","","BLK","Single enemy","Magical","","Ice, NE","0.01","10 single-target Ice/NE magic attacks at Cap Break Level 1, activates Ice Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Ice abilities, chases with 6 single-target Ice/NE magic attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Draupnir (X)","紡絆・ルールー氷","20880031","","",""
"X","Kimahri","","Woven Bond: Kimahri (Water)","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","10 single-target Water/NE jump attacks at Cap Break Level 1, activates Water Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, chases with single-target Water/NE Overflow jump attack, multiplier increases with each chase, Quick Water 2 to user","N","Lowest HP% enemy","250","","","Metal Armlet (X)","紡絆・キマリ水","24490028","","",""
"X","Rikku","","Mix Bubble Bomb","LBO","","PHY","Single enemy","Physical","32.00","Water","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [50% Damage Reduction Barrier 2] to all allies","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Rikku's Lady Luck Gloves (X)","調合バブルボム","20970026","","✓","✓"
"X","Rikku","","Woven Bond: Rikku (Water)","LBC","","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode: Rikku (Water)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Iron Fist (X)","紡絆・リュック水","20970031","","","✓"
"X","Auron","","Secret Dragon Fang","LBO","","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Ichimonji (X)","秘伝・牙龍","20690024","","✓","✓"
"X","Auron","","Woven Bond: Auron (Fire)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Auron] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Crimson Cherry (X)","紡絆・アーロン炎","20690028","","","✓"
"X","Jecht","","Ultimate Jecht Beam","LBO","","PHY","Single enemy","Physical","32.00","Dark, Fire","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Aeon Ball (X)","真・ジェクトビーム","22090017","10","✓","✓"
"X","Jecht","","Woven Bond: Jecht","LBC","","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, element of entry damage changes from Dark/NE to Fire/NE if the user has any Attach Fire, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit, grants [Chain Force Mode: Jecht] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Hell Claw (X)","紡絆・ジェクト","22090024","","","✓"
"X","Braska","","Woven Bond: Braska (Fire)","LBC","","SUM","Single enemy","Magical","","Fire, NE","0.01","10 single-target Fire/NE summon magic attacks at Cap Break Level 1, activates Fire Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Fire abilities, chases with 6 single-target Fire/NE summon magic attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Magical Mace (X)","紡絆・ブラスカ炎","22270030","","",""
"X","Paine","","Practiced Blade","LBO","","PHY","Single enemy","Physical","40.00","Water","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Silvance (X)","斬騎の刃","22420022","","✓","✓"
"X","Paine","","Woven Bond: Paine (Water)","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","10 single-target Water/NE physical attacks at Cap Break Level 1, activates Water Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, chases with single-target Water/NE Overflow physical attack, multiplier increases with each chase, Quick Water 2 to user","N","Lowest HP% enemy","250","","","Duel Rapier (X)","紡絆・パイン水","22420029","","",""
"X","Seymour","","Woven Bond: Seymour (Dark)","LBC","","SUM","Single enemy","Magical","","Dark","0.01","Ten single attacks (? each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Seymour (Dark)] and [Instant ATB1 1] to the user","N","Lowest HP% enemy","250","","","Punisher (X)","紡絆・シーモア闇","22540022","","",""
"X","Seymour","","Woven Bond: Seymour (Fated)","LBC","","SUM","Single enemy","Magical","","Dark, NE","0.01","10 single-target Dark/NE summon magic attacks at Cap Break Level 1, activates Summoner Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, chases with single-target Dark/NE Overflow summon magic attack, multiplier increases with each chase, Quick Dark 2 to user","N","Lowest HP% enemy","250","","","Oak Staff (X)","紡絆・シーモア天命","22540027","","",""
"XI","Shantotto","","Ancient Magic Burst II","LBO","","BLK","Single enemy","Magical","120.00","Lightning","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Ramuh's Staff (XI)","古代魔法・バーストII","22360010","10","✓","✓"
"XI","Shantotto","","Guardian Colossal Shantotto","LBGS","","NAT","Self","","","","0.01","Summons Colossal Shantotto for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000] and [Last Stand] to Colossal Shantotto","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","White Joker (XI)","GC・シャントット","22360019","","✓","✓"
"XI","Shantotto","","Woven Bond: Shantotto (Lightning)","LBC","","BLK","Single enemy","Magical","26.00","Lightning, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode: Shantotto (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Wise Wizard's Staff (XI)","紡絆・シャントット雷","22360023","","","✓"
"XI","Curilla","","Atonement","LBO","","PHY","Single enemy","Physical","40.00","Holy","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Burtgang (XI)","ロイエ","22470017","","","✓"
"XI","Curilla","","Woven Bond: Curilla","LBC","","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XI Chain (max 150, field +0%) or adds 25 to the current XI Chain maximum limit, grants [Chain Force Mode (Curilla)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Enhancer (XII)","紡絆・クリルラ","22470021","","","✓"
"XI","Prishe","","Chi Blast","LBO","","PHY","Single enemy","Physical","32.00","Lightning, Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Gnole Sainti (XI)","気孔弾","22680014","","✓","✓"
"XI","Prishe","","Woven Bond: Prishe","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Lightning/NE to Ice/NE if the user has any Attach Ice, activates XI Chain (max 150, field +0%) or adds 25 to the current XI Chain maximum limit, grants [Chain Force Mode: Prishe] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Healing Jstcorps (XI)","紡絆・プリッシュ","22680017","","","✓"
"XI","Lion","","Woven Bond: Lion","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","Ten single attacks (? each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode (Lion)] and [Instant ATB1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","War Aketon (XI)","紡絆・ライオン水","22690020","","",""
"XI","Lion","","Woven Bond: Lion (Fated)","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","10 single-target Water/NE physical attacks at Cap Break Level 1, activates Thief Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Water abilities, chases with 6 single-target Water/NE physical attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Byakko's Haidate (XI)","紡絆・ライオン天命","22690028","","",""
"XI","Aphmau","","Woven Bond: Aphmau","LBC","","WHT","Single enemy","Magical","","Holy, NE","0.01","10 single-target Holy/NE white magic attacks at Cap Break Level 1, activates XI Chain (150 or +25) & +10 Chain Count to all targets, Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using a White Magic/Monk ability, grants Instant Cast 1 to party (max 1 chase)","N","Lowest HP% enemy","250","","","Kerykeion (XI)","紡絆・アフマウ","22880014","","",""
"XI","Zeid","","Ground Strike","LBO","","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Martial Sword (XI)","グラウンドストライク","22890009","10","✓","✓"
"XI","Zeid","","Woven Bond: Zeid (Dark)","LBC","","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Zeid] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Greatsword (XI)","紡絆・ザイド闇","22890015","","","✓"
"XI","Lilisette","","Guardian Lady Lilith","LBGS","","NAT","Self","","","","0.01","Summons Lady Lilith for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000], [Overflow Radiant Shield: 700%] and [Last Stand] to Lady Lilith","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Dancer's Tights (XI)","Gレディ・リリス","23350006","","✓","✓"
"XI","Arciela","","Guardian Darrcuiln","LBGS","","NAT","Self","","","","0.01","Summons Darrcuiln for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Quad Element Mode (Ice, Lightning, Wind, Water)], [Damage Cap +20000], [Last Stand], [Buff Ice 60% (15s)], [Buff Lightning 60% (15s)], [Buff Water 60% (15s)] and [Buff Wind 60% (15s)] to Darrcuiln","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Witching Robe (XI)","Gダラクァルン","23540004","","","✓"
"XII","Vaan","","Swift Superstar","LBO","","PHY","Single enemy","Physical","40.00","Wind","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Lust Dagger (XII)","スピードスーパースター","20700018","10","✓","✓"
"XII","Vaan","","Woven Bond: Vaan (Wind)","LBC","","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode: Vaan] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Enhancer (XII)","紡絆・ヴァン風","20700031","","","✓"
"XII","Vaan","","Woven Bond: Vaan","LBC","","PHY","Single enemy","Physical","","Wind, NE","0.01","10 single physical attacks (0.80 each) capped at 19999, activates XII Chain (max 150, field +0%) or adds 25 to the current XII Chain maximum limit, grants [Instant ATB 1] and Chain Force Mode to the user
Chain Force Mode: After using Thief abilities, chases with 6 single-target Wind/NE physical attacks (0.32 each)","N","Lowest HP% enemy","250","","","Man-Eater (XII)","紡絆・ヴァン","20700038","","",""
"XII","Balthier","","True Fires of War","LBO","","PHY","Single enemy","Physical","24.00","Fire","2.50","Five single ranged attacks (0.60 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Procyon (XII)","真・略奪のコンパス","20440024","","✓","✓"
"XII","Balthier","","Woven Bond: Balthier (Fire)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Balthier] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Brave Suit (XII)","紡絆・バルフレア炎","20440027","","","✓"
"XII","Fran","","Dual Mist","LBO","","PHY","Single enemy","Physical","32.00","Ice, Lightning","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Gastrophetes (XII)","デュアルミスト","20390018","10","✓","✓"
"XII","Fran","","Woven Bond: Fran (Ice)","LBC","","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Fran (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Battle Suit (XII)","紡絆・フラン氷","20390032","","","✓"
"XII","Basch","","Captain's Oathblade","LBO","","PHY","Single enemy","Physical","32.00","Holy, Fire","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Galatyn (XII)","勇将の誓剣","22180018","10","✓","✓"
