"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"VI","Terra","","Radiant Violent Sword","CASB","CASB2","BLK","Single enemy","Magical","","Wind, NE","2.50","7 single-target Wind/NE magic attacks at Cap Break Level 1, En-Wind, En-Wind Stack, Cap Break Level 1 & Crystal Mode to user
Crystal Mode: Wind Ability Boost, Dualcast Wind, Zero Hone Cost to Wind Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 4 single-target Wind/NE magic attacks at Cap Break Level 1, Instant Cast, [Wind Ability Damage +50%, Dualcast Wind & 50% DEF/RES Pierce] for 2 turns & Quick ATB 1 to user","N","Lowest HP% enemy","500","","","Wing Sword (VI)","耀光バイオレントソード","20100053","","",""
"VI","Terra","","Roaring Scramble Gust","ASB","ASB1","BLK","Single enemy","Magical","","Wind, NE","0.01","5 single-target Wind/NE magic attacks, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Wind Ability High Boost & chases Wind abilities with 6 single-target Wind/NE magic attacks, Wind Damage +10% for 5 seconds to user","N","Lowest HP% enemy","250","","","Aurora Rod (VI)","轟・スクランブルガスト","20100054","","",""
"VI","Terra","","Continuous Flash: Terra II","Glint++","Glint++2","NAT","Self","","","","0.01","Grants [Twin Element Mode II (Fire, Wind) v2], [Soul Break Gauge +250], and [200% ATB 1]","N","Self","0","","","Carmagnole (VI)","連閃・ティナII","20100055","","",""
"VI","Terra","","Starry Inferno End","MASB","MASB2","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Fire/NE magic attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Fire/NE magic attack at True Cap Break Level 1, [True Cap Break Level 1, Instant Cast & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Millennium Rod (VI)","極星インフェルノエンド","20100057","","",""
"VI","Terra","","Zenith Magitek Missile","ZSB","ZSB3","BLK","Single enemy","Magical","","Fire, Wind, NE","2.50","7 single-target Fire/Wind/NE magic attacks at Cap Break Level 1, Lv.2 En-Fire Stack or Lv.2 En-Wind Stack, Cap Break Level 1, Fire/Wind Ability Damage +30% & Ultimate Mode to user
Ultimate Spirit Mode: En-Fire/Wind Damage +20% & Magic Casting Speed x1.1
Ultimate Dexterity Mode: Dualcast Fire/Wind, Higher Multiplier & Zero Hone Cost to Hero Ability; Riot Blade II+: 5 non-piercing hits
Ultimate Vitality Mode: +1500 max HP & Astra to user","N","Lowest HP% enemy","500","","","Razzmatazz (VI)","究極魔導ミサイル","20100058","","",""
"VI","Terra","","Roaring Fire Combo","ASB","ASB2","BLK","Single enemy","Magical","","Fire, NE","0.01","5 single-target Fire/NE magic attacks, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Fire Ability High Boost & chases Fire abilities with 8 single-target Fire/NE magic attacks","N","Lowest HP% enemy","250","","","Lamia's Tiara (VI)","轟・ファイアコンボ","20100059","","",""
"VI","Terra","","War-Awoken Scorching Flare Spike","TASB","TASB1","NAT","Self","","","","0.01","Tactical Awoken Mode & +500 MAG to user
Tactical Awoken Mode: Fire Ability Boost, Triplecast Fire, Unlimited Fire Hones, Cap Break Level 1 to Fire Abilities, Fire Ability Damage +30% & 20% DEF/RES Pierce to Fire Abilities; Ends after using 8 Fire abilities
TP Max: AOE Fire/NE magic attack at True Cap Break Level 1","N","Self","500","","","Terra's Summer Guise (VI)","戦醒灼熱フレアスパイク","20100061","","",""
"VI","Terra","","War-Awoken Scorching Flare Spike (Weapon Skill)","TASB","TASB1","BLK","Single enemy","Magical","","Fire, NE","0.01","Single-target Fire/NE piercing summon magic attack at True Cap Break Level 1, Instant ATB 1 & Instant Cast 1 to user;
During Tactical Awoken Mode, Cap Break Level 2 & 30% DEF/RES Pierce to Fire Abilities, and Weapon Skill Blue/Gold with at least Lv.0/2 En-Fire
WS Blue: Lv.2 En-Fire Stack to user
WS Gold: During Tactical Awoken Mode, chases Fire abilities with 10 single-target Fire/NE magic attacks (max 5 chases) to user","N","Lowest HP% enemy","0","","","Terra's Summer Guise (VI)","戦醒灼熱フレアスパイク","20100061","","",""
"VI","Terra","","Radiant Blood of Espers","CASB","CASB3","BLK","Single enemy","Magical","","Fire, Wind, NE","2.50","7 single-target Fire/Wind/NE magic attacks at Cap Break Level 1, En-Fire Stack or En-Wind Stack, Cap Break Level 1, Instant ATB 1 & Crystal Mode to user
Crystal Mode: Fire/Wind Ability Boost, Dualcast Fire/Wind, Zero Hone Cost to Fire/Wind Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 6 single-target Fire/Wind/NE magic attacks at Cap Break Level 1, Instant Cast, [Instant Fire/Wind, Fire/Wind Ability Damage +50%, Quick ATB & 50% DEF/RES Pierce] for 1 turn to user","N","Lowest HP% enemy","500","","","Helter-Skelter (VI)","耀光幻獣の血","20100062","","",""
"VI","Terra","","Soul Drive: Terra","LBSD","LBSD1","NAT","Self","","","","0.01","Soul Drive Mode & Instant ATB 1 to user, Instant Cast
Soul Drive Mode: -1 SB Gauge Cost, Instant SB Cast, Cap Break Level 1 to SB & SB Damage +50%; Grants Instant ATB 1 to user after casting SB, removes Soul Drive Mode","N","Self","250","","","Rune Rod (VI)","SD・ティナ","20100063","","",""
"VI","Locke","","Sneak Attack","Default","Default","PHY","Single enemy","Physical","1.50","-","2.50","One single ranged attack (1.50)","N","Random enemy","250","","","-","不意打ち","20240002","","✓","✓"
"VI","Locke","","Mirage Dive","SB","SB1","PHY","All enemies","Physical","3.20","-","2.50","One group ranged attack (3.20), causes [Slow] (100%)","Y","All enemies","250","","","Rising Sun (VI)","ミラージュダイブ","20240003","1","✓","✓"
"VI","Locke","","Phoenix Plunder","SB","SB2","PHY","All enemies","Physical","3.30","Fire","2.50","One group attack (3.30), restores HP (40) to all allies","N","All enemies","250","","","Wing Edge (VI)","フェニックスの秘宝","20240004","1","✓","✓"
"VI","Locke","","Valiant Strike","SSB","SSB1","PHY","Single enemy","Physical","8.00","-","2.50","Eight single attacks (1.00 each), ATK increases as HP decreases","N","Lowest HP% enemy","500","ATK +10","","Valiant Knife (VI)","バリアントアタック","20240005","1","✓","✓"
"VI","Locke","","Mirage Phoenix","BSB","BSB1","PHY","All enemies","Physical","5.80","Fire, Holy","2.50","Five group attacks (1.16 each), causes [Imperil Fire 20%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Thief's Knife (VI)","ミラージュフェニックス","20240006","1","✓","✓"
"VI","Locke","","Miracle of Kohlingen","OSB","OSB1","PHY","Single enemy","Physical","10.00","Fire, Holy","1.25","One single ranged attack (10.00) capped at 99999","N","Lowest HP% enemy","250","ATK +10","","Gladius (VI)","コーリンゲンの奇跡","20240007","1","✓","✓"
"VI","Locke","","Southern Cross","SSB","SSB2","PHY","Single enemy","Physical","7.76","Fire, NE","2.50","Eight single ranged attacks (0.97 each), grants [Attach Fire] to the user","N","Lowest HP% enemy","500","ATK +10","","Locke's Jacket (VI)","サザンクロス","20240008","1","✓","✓"
"VI","Locke","","Atomic Dive","CSB","CSB1","PHY","Single enemy","Physical","7.92","Fire","2.50","Activates Fire Chain (max 99, field +20%), eleven single attacks (0.72 each), [DEF and RES -50%] for 25 seconds","N","Lowest HP% enemy","500","ATK +10","","Zwill Crossblade (VI)","アトミックダイブ","20240009","11","✓","✓"
"VI","Locke","","Burning Steel","USB","USB1","PHY","Random enemies","Physical","6.70","Fire, NE","2.50","Ten random attacks (0.67 each), causes [Imperil Fire 20%] for 25 seconds, grants [Flame Hunt Follow-Up] to the user","N","Random enemies","500","ATK +10","","Platinum Dagger (VI)","バーニンスティール","20240010","1","✓","✓"
"VI","Locke","","On the Hunt","BSB","BSB2","PHY","Single enemy","Physical","6.64","Fire, NE","2.50","Eight single ranged attacks (0.83 each), grants [Haste], [Attach Fire] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Locke's Sash (VI)","冒険家の流儀","20240011","1","✓","✓"
"VI","Locke","","Blade of the Phoenix","AOSB","AOSB1","PHY","Single enemy","Physical","19.00","Fire","2.50","Twenty single ranged attacks (0.55 each), followed by one single ranged attack (8.00) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Orichalcum (VI)","不死鳥を宿せし神剣","20240013","5","✓","✓"
"VI","Locke","","Burning Spirit","USB","USB2","PHY","Single enemy","Physical","7.10","Fire, NE","2.50","Ten single ranged attacks (0.71 each), grants [Attach Fire], [Instant Cast 1] and [Adventurer EX Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Triton's Dagger (VI)","バーニンスピリット","20240014","2","✓","✓"
"VI","Locke","","Heat of Passion","Glint","Glint1","NAT","Self","","","","0.01","Grants [Attach Fire Stacking], [Attach Fire] and [High Quick Cast 2]","N","Self","250","ATK +10","","Thief's Cap (VI)","ヒート・パッション","20240015","3","✓","✓"
"VI","Locke","","Returners Unite","USB","USB3","PHY","Random enemies","Physical","6.90","Fire","2.50","Ten random attacks (0.69 each), causes [Imperil Fire 20%] for 25 seconds, grants [Thief +30% Boost (15s)] and [Brave Mode] to the user","N","Random enemies","500","ATK +10","","Pirate Cap (VI)","リターナーズバンド","20240016","3","✓","✓"
"VI","Locke","","Adventure Awaits","AASB","AASB1","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000] and [Flame Chaser Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Crystal Cross (VI)","誰がための冒険","20240017","5","✓","✓"
"VI","Locke","","Heat Slicer","Glint+","Glint+1","PHY","Single enemy","Physical","3.12","Fire, NE","0.01","Six single attacks (0.52 each), causes [Imperil Fire 20%] for 15 seconds","N","Lowest HP% enemy","0","ATK +10","","Adventurer's Knife (VI)","ヒート・スライサー","20240018","4","✓","✓"
"VI","Locke","","Phoenix Heat","SASB","SASB1","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Hunter's Edge Counter] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Danjuro (VI)","フェニックスヒート","20240019","10","✓","✓"
"VI","Locke","","Fire Raiment (Locke)","LBG","LBG1","NAT","All allies","","","","0.01","Grants [Attach Fire]","N","All allies","250","ATK +10","Fire Damage Up","Zwill Blade (VI)","炎装【ロック】","20240021","8","✓","✓"
"VI","Locke","","Apex Mirage Dive (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Locke], [Apex Mirage Dive Ability Tracker] and [Apex Mirage Dive Level]","N","Self","0","","Stat Boon","Illusion Dagger (VI)","ミラージュダイブ・極","20240022","10","✓","✓"
"VI","Locke","","Apex Mirage Dive","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Fire, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Apex Mirage Dive level 0/1/2, removes Arcane Dyad Empowered: Locke from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Illusion Dagger (VI)","ミラージュダイブ・極","20240022","10","✓","✓"
"VI","Locke","","Guardian Phoenix","LBGS","LBGS1","NAT","Self","","","","0.01","Summons Phoenix for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Fire 3 with Stacking] and [Damage Cap +20000] to Phoenix","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Double-Edge (VI)","Gフェニックス","20240025","","✓","✓"
"VI","Locke","","Shredding Spin","SASB","SASB2","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [200% ATB (Synchro)] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Survival Vest (VI)","シュレッドスピン","20240027","","✓","✓"
"VI","Locke","","Heat Spirit","Glint+","Glint+2","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Imperial Guard (VI)","ヒート・スピリット","20240028","7","✓","✓"
"VI","Locke","","Bond (Locke)","CSB+","CSB+1","NAT","All allies","","","","0.01","Activates VI Chain (max 150, field +50%), grants [ATK and MAG +30% (25s)] and [Quick Cast 1], grants [Linked Burst Mode: VI] and [Instant Cast 1] to the user","N","All allies","0","","Damage Reduction Barrier, ATB Reduction","Phase Cutter (VI)","絆【ロック】","20240029","","✓","✓"
"VI","Locke","","Slash & Soar","AASB","AASB2","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire with Stacking], [Awoken Fire], [Damage Cap +10000], [Fire Ability Instant Cast (15s)] and [Slash & Soar] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Lust Dagger (VI)","スラッシュアップ","20240030","","✓","✓"
"VI","Locke","","Awoken Mirage Dive","DASB","DASB1","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire with Stacking], [Damage Cap +10000], [Dual Awoken Fire Mode I (Locke)] and [Fire Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Wildfire Dagger (VI)","覚醒ミラージュダイブ","20240031","","","✓"
"VI","Locke","","Awoken Mirage Dive (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Fire Mode II (Locke)]","N","Self","0","","","Wildfire Dagger (VI)","覚醒ミラージュダイブ","20240031","","","✓"
"VI","Locke","","Woven Bond: Locke (Fire)","LBC","LBC1","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Locke] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Survival Edge (VI)","紡絆・ロック炎","20240033","","","✓"
"VI","Locke","","Mirage Passion","LBO","LBO1","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Dancing Dagger (VI)","ミラージュパッション","20240034","","","✓"
"VI","Locke","","Zenith Slash & Soar","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Damage Cap +10000], [Attach Fire 3 with Stacking], [Zenith Mode], and [Zenith Mode: Locke (Fire)]","N","Lowest HP% enemy","500","","","Lufenian Dagger (VI)","究極スラッシュアップ","20240035","","",""
"VI","Locke","","Divine Might: Locke","OZSB","OZSB1","PHY","Single enemy","Physical","51.20","Fire","2.50","Seven single attacks (2.60/2.80/2.90/3.00 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (11.00 each) capped at 99999.  Multiplier/cap requirements: 0-2/3-4/5+ Fire abilities equipped on allies/5+ Fire abilities equipped on allies and 2+ allies with Attach Fire","N","Lowest HP% enemy","250","","","Flame Dagger (VI)","神威・ロック","20240036","","",""
"VI","Locke","","Continuous Flash: Locke (Fire)","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Instant ATB 1], and [Instant Cast 1] to the user","N","Self","0","","","Behemoth Knife (VI)","連閃・ロック炎","20240037","","",""
"VI","Locke","","Radiant Adventure Awaits","CASB","CASB1","PHY","Single enemy","Physical","","Fire, NE","2.50","7 single-target physical attacks (0.90 each) capped at 19999, En-Fire, En-Fire Stack, Cap Break Level 1, Locke Trance & Crystal Mode to user
Crystal Mode: Fire Ability Boost, Dualcast Fire, Zero Hone Cost to Fire Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 4 single-target Fire/NE physical attacks (2.00 each) capped at 19999, Instant Cast, [Cap Break Level 1, PHY Damage +30% & 50% DEF/RES Pierce] for 2 turns & Quick ATB 1 to user
Locke Trance: ATK +35% & Quick Cast","N","Lowest HP% enemy","500","","","Adamant Knife (VI)","耀光誰がための冒険","20240038","","",""
"VI","Locke","","Roaring Crimson Dagger","ASB","ASB1","PHY","Single enemy","Physical","","Fire, NE","0.01","5 single-target physical attacks (0.80 each), Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Fire Ability High Boost & chases Fire abilities with 8 single-target Fire/NE physical attacks (0.60 each)","N","Lowest HP% enemy","250","","","Runic Dagger (VI)","轟・クリムゾンダガー","20240039","","",""
"VI","Locke","","Starry Soul Flame","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Fire/NE physical attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Fire/NE physical attack at True Cap Break Level 1, [Cap Break Level 9, Deadly Strikes +30%, Instant Cast & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Chicken Knife (VI)","極星魂還の焔華","20240040","","",""
"VI","Locke","","Soul Drive: Locke","LBSD","LBSD1","NAT","Self","","","","0.01","Soul Drive Mode & Instant ATB 1 to user
Soul Drive Mode: -1 SB Gauge Cost, Instant SB Cast, Cap Break Level 1 to SB & SB Damage +50%; Grants Instant ATB 1 to user after casting SB, removes Soul Drive Mode","N","Self","250","","","Brave Suit (VI)","SD・ロック","20240041","","",""
"VI","Celes","","Magic Shield","Default","Default","NAT","All allies","","","","2.50","[RES +50%] for 25 seconds","N","All allies","250","","","-","魔法バリア","20210001","","✓","✓"
"VI","Celes","","Runic Blade","SB","SB1","NAT","Self","","","","2.50","Grants [Runic] for 25 seconds","N","Self","250","","","Soul Sabre (VI)","まふうけん","20210002","1","✓","✓"
"VI","Celes","","Spinning Edge","SB","SB2","PHY","Single enemy","Physical","5.10","Wind","2.75","Three single attacks (1.70 each)","N","Lowest HP% enemies","250","","","Rune Blade (VI)","スピニングエッジ","20210003","1","✓","✓"
"VI","Celes","","Indomitable Blade","SSB","SSB1","PHY","Single enemy","Physical","7.90","-","2.50","Five single attacks (1.58 each), grants [High Runic] to the user for 25 seconds","N","Lowest HP% enemy","500","ATK +10","","Excalibur (VI)","華麗なる常勝の剣","20210004","1","✓","✓"
"VI","Celes","","Maria's Song","BSB","BSB1","NAT","All allies","","","","2.50","[ATK and MAG +30%] to all allies for 25 seconds, grants [Haste], [Attach Holy] and [Burst Mode] to the user","N","All allies","500","ATK +10","","Lightbringer (VI)","マリアの歌","20210005","1","✓","✓"
"VI","Celes","","Blade Unbound","OSB","OSB1","PHY","Single enemy","Physical","11.00","Holy, Wind","2.50","One single attack (11.00/12.00/13.00/14.00) capped at 99999 if the user took 5/12/20 WHT, BLK, BLU or SUM hits","N","Lowest HP% enemy","250","ATK +10","","Save the Queen (VI)","解き放つ常勝の剣","20210006","1","✓","✓"
"VI","Celes","","Invincible Blade","BSB","BSB2","PHY","Single enemy","Physical","7.52","Holy, Ice","2.50","Eight single attacks (0.94 each), [ATK and DEF +35%] to the user for 25 seconds, grants [Haste], [High Runic] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Ragnarok (VI)","魔封・常勝の剣","20210007","1","✓","✓"
"VI","Celes","","Whetted Blade","USB","USB1","PHY","Single enemy","Physical","6.90","Holy, Ice, Wind, NE","2.50","Ten single attacks (0.69 each), grants [High Runic], [Spellblade +30% Boost (15s)] and [Spellblade Double] to the user","N","Lowest HP% enemy","500","ATK +10","","Arch Sword (VI)","研ぎ澄ます常勝の剣","20210008","2","✓","✓"
"VI","Celes","","Glorious Blade","AOSB","AOSB1","PHY","Single enemy","Physical","24.00","Ice, Wind, Holy","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Ultima Blade (VI)","崇高なる常勝の剣","20210009","5","✓","✓"
"VI","Celes","","Rune Knight's Ambition","Glint","Glint1","NAT","Self","","","","0.01","Grants [100% Critical 2] and [High Quick Cast 2]","N","Lowest HP% enemy","250","ATK +10","","Round Shield (VI)","ルーンナイトの覇気","20210010","3","✓","✓"
"VI","Celes","","More the Merrier","CSB","CSB1","NAT","All allies","","","","2.50","Activates Ice Chain (max 150, field +50%), [ATK +50%] for 25 seconds","N","All allies","500","ATK +10","","Celes's Sword (VI)","仲間を求めて","20210011","5","✓","✓"
"VI","Celes","","Mystic Blade","USB","USB2","PHY","Single enemy","Physical","7.10","Ice, NE","2.50","Ten single attacks (0.71 each), grants [Attach Ice], [High Runic] and [Arcane Blade] to the user","N","Lowest HP% enemy","500","ATK +10","","Celes's Guise (VI)","神秘なる常勝の剣","20210012","3","✓","✓"
"VI","Celes","","Twin Spin","AASB","AASB1","PHY","Single enemy","Physical","9.00","Ice, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Magical Blink 1] to all allies, grants [Buff Ice 30% (15s)], [Buff Holy 30% (15s)], [Awoken Invincible General], [Damage Cap +10000] and [Awoken Runic Blade Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Icebrand (VI)","スピニングトワイス","20210014","5","✓","✓"
"VI","Celes","","Mystical Snow","SASB","SASB1","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Magical Blink 1] to all allies, grants [Attach Ice 3 with Stacking], [Synchro Mode], [Damage Cap +10000], [Magical Blink 2] and [Love Barrier Follow-Up] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Knight Sword (VI)","ミスティカルスノー","20210015","10","✓","✓"
"VI","Celes","","Rune Knight's Honor","Glint+","Glint+1","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Opera Dress (VI)","ルーンナイトの栄誉","20210016","5","✓","✓"
"VI","Celes","","Rune Knight's Triumph","Glint","Glint2","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking] and [High Quick Cast 2]","N","Self","250","ATK +10","","Ice Shield (VI)","ルーンナイトの武勲","20210017","5","✓","✓"
"VI","Celes","","Apex Spinning Edge (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Celes (Ice)], [Apex Spinning Edge Ability Tracker] and [Apex Spinning Edge Level]","N","Lowest HP% enemy","0","","Stat Boon","Hauteclaire (VI)","スピニングエッジ・極","20210018","10","✓","✓"
"VI","Celes","","Apex Spinning Edge","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Ice, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Apex Spinning Edge level 0/1/2, removes Arcane Dyad Empowered: Celes (Ice) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Hauteclaire (VI)","スピニングエッジ・極","20210018","10","✓","✓"
"VI","Celes","","Unflinching Blade","AASB","AASB2","PHY","Single enemy","Physical","9.00","Ice, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Awoken Invincible General], [Damage Cap +10000], [Twin Element Mode (Ice, Holy)] and [Unleashed Runic Blade Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Celes's Armguard (VI)","清廉なる常勝の剣","20210019","","✓","✓"
"VI","Celes","","Invincible Swordplay","Glint+","Glint+2","NAT","Self","","","","0.01","Grants [Weakness SB Gauge +25% Boost (15s)], grants [Magical Blink 1] to all allies","N","Self","0","ATK +10","","Hoarfrost Saber (VI)","常勝将軍の剣気","20210020","6","✓","✓"
"VI","Celes","","Proud Blade","SASB","SASB2","PHY","Single enemy","Physical","9.00","Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Holy 3 with Stacking], [Synchro Mode], [Damage Cap +10000], [Aria Mode] and [More the Merrier Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Excalibur II (VI)","誇り高き常勝の剣","20210023","","✓","✓"
"VI","Celes","","Awoken Blade","LBO","LBO1","PHY","Single enemy","Physical","32.00","Ice, Holy","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Snowflake Gown (VI)","目醒めし常勝の剣","20210024","10","✓","✓"
"VI","Celes","","Blade of Holy Binding","Glint+","Glint+3","NAT","Self","","","","0.01","Grants [Attach Holy with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Shell Shield (VI)","魔装剣・聖","20210025","7","✓","✓"
"VI","Celes","","Virtuous Blade","SASB","SASB3","PHY","Single enemy","Physical","9.00","Ice, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Twin Element Mode III (Ice, Holy)], [Synchro Mode], [Damage Cap +10000], [Rebel Rune Knight Mode] and Frozen Holy Sword +1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Runemaster (VI)","高潔なる常勝の剣","20210026","","✓","✓"
"VI","Celes","","Awoken Indomitable Blade","DASB","DASB1","PHY","Single enemy","Physical","6.30","Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Holy with Stacking], [Damage Cap +10000], [Dual Awoken Invincible General Mode I (Celes - Holy)] and [Holy Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Anastasia (VI)","覚醒華麗なる常勝の剣","20210027","","✓","✓"
"VI","Celes","","Awoken Indomitable Blade (Dual Shift)","DASB","DASB1","NAT","All allies","","","","0.01","Grants [50% Critical (25s)], grants [Instant ATB 1] and [Dual Awoken Invincible General Mode II (Celes - Holy)] to the user, removes Mode I from the user","N","All allies","0","","","Anastasia (VI)","覚醒華麗なる常勝の剣","20210027","","✓","✓"
"VI","Celes","","Holy Runic Blade (Engaged)","ADSB","ADSB2","NAT","Self","","","","0.01","Grants [Attach Holy with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Celes (Holy)], [Holy Runic Blade Damage Tracker] and [Holy Runic Blade Level]","N","Self","0","","Stat Boon","Lightbringer+ (VI)","聖なる魔封剣","20210029","","✓","✓"
"VI","Celes","","Holy Runic Blade","ADSB","ADSB2","PHY","Single enemy","Physical","30.00","Holy, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Holy Runic Blade level 0/1/2, removes Arcane Dyad Empowered: Celes (Holy) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Lightbringer+ (VI)","聖なる魔封剣","20210029","","✓","✓"
