"Realm Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core I I I I I I I I I II II II II II II II II II","Character Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Elarra Elarra Elarra Elarra Elarra Elarra Elarra Elarra Elarra Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Maria Maria Maria Maria Maria Maria Maria Maria Maria","Row 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9","Column 1 ","Column 2 ","Column 3 ","Column 4 ","Column 5 ","Column 6 ","Column 7 ","Column 8 ","Column 9 ","Mote Required 1 White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","Mote Required 2 Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","Mote Required 3 Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 "
"X","Tidus","2","-","-","Res+10","-","Res+10","Def+10","-","Atk+10","Atk+10","White","-","3","-","10","-","","-","-","-","Yellow","-","-","1","-","5","10","-","-","-","Green","-","-","-","-","-","5","-","14","20"
"X","Tidus","3","Atk+70","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","Atk+10","Sharpshooter Ability+6%","White","14","-","-","-","-","","-","-","14","Yellow","14","-","-","-","-","","-","-","14","Green","14","-","-","3","3","5","7","9","14"
"X","Tidus","4","-","Spd+10","Res+10","HP+100","-","-","Atk+10","Atk+10","-","White","-","1","3","1","-","","-","-","-","Yellow","-","-","1","1","-","","-","-","-","Green","-","3","-","1","-","","7","9","-"
"X","Tidus","5","Magia EXP+400","Spd+10","Def+10","HP+100","HP+100","-","-","-","-","White","3","3","-","2","5","","-","-","-","Yellow","3","-","4","2","5","","-","-","-","Green","3","6","2","2","5","","-","-","-"
"X","Tidus","6","-","-","Res+10","-","HP+200","-","-","-","-","White","-","-","6","-","7","","-","-","-","Yellow","-","-","3","-","7","","-","-","-","Green","-","-","-","-","7","","-","-","-"
"X","Tidus","7","-","-","Def+10","-","HP+300","HP+400","-","-","-","White","-","-","-","-","9","11","-","-","-","Yellow","-","-","7","-","9","11","-","-","-","Green","-","-","4","-","9","11","-","-","-"
"X","Tidus","8","-","Def+10","Res+10","-","-","HP+1000","X Buff","-","-","White","-","-","10","-","-","15","16","-","-","Yellow","-","10","5","-","-","15","16","-","-","Green","-","5","-","-","-","15","16","-","-"
"X","Tidus","9","-","-","Water+6%","-","-","-","-","-","-","White","-","-","10","-","-","","-","-","-","Yellow","-","-","10","-","-","","-","-","-","Green","-","-","10","-","-","","-","-","-"
"X","Rikku","1","FFX Buff","-","-","-","-","-","Atk+60","-","Al Bhed Steal","White","16","-","-","-","-","","12","-","30","Yellow","16","-","-","-","-","","12","-","30","Green","16","-","-","-","-","","12","-","30"
"X","Rikku","2","Atk+10","-","Atk+10","Atk+10","Atk+10","-","Spd+10","-","-","White","0","-","0","0","0","","1","-","-","Yellow","0","-","0","0","0","","1","-","-","Green","20","-","7","5","3","","1","-","-"
"X","Rikku","3","Atk+10","Atk+10","Atk+10","-","Atk+10","Atk+10","Start","Def+10","Res+10","White","0","0","0","-","0","0","S","0","3","Yellow","0","0","0","-","0","0","S","1","1","Green","14","11","9","-","3","3","S","3","0"
"X","Rikku","4","-","-","-","-","-","HP+100","Res+10","-","Def+10","White","-","-","-","-","-","1","3","-","0","Yellow","-","-","-","-","-","1","1","-","3","Green","-","-","-","-","-","1","0","-","5"
"X","Rikku","5","-","-","-","HP+200","HP+100","HP+100","Def+10","-","Res+10","White","-","-","-","7","5","2","0","-","7","Yellow","-","-","-","7","5","2","1","-","4","Green","-","-","-","7","5","2","3","-","0"
"X","Rikku","6","-","-","HP+400","HP+300","-","-","Res+10","-","Def+10","White","-","-","11","9","-","","5","-","0","Yellow","-","-","11","9","-","","3","-","5","Green","-","-","11","9","-","","0","-","10"
"X","Rikku","7","-","Water Ability+6%","HP+1000","-","-","-","Def+10","-","Magia EXP+400","White","-","14","15","-","-","","0","-","3","Yellow","-","14","15","-","-","","4","-","3","Green","-","14","15","-","-","","7","-","3"
"X","Rikku","8","-","-","-","-","Def+10","Res+10","Def+10","-","-","White","-","-","-","-","0","12","0","-","-","Yellow","-","-","-","-","6","6","4","-","-","Green","-","-","-","-","12","0","7","-","-"
"X","Rikku","9","-","-","-","-","Water+6%","-","Res+10","Cast Time-8%","-","White","-","-","-","-","10","","10","7","-","Yellow","-","-","-","-","10","","5","7","-","Green","-","-","-","-","10","","0","7","-"
"XI","Shantotto","1","XI Buff","HP+1000","-","-","-","Cast Time -8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"XI","Shantotto","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","BLK+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","0","10"
"XI","Shantotto","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","3","3","-","0","0","Yellow","-","-","-","5","3","3","-","14","10","Green","-","-","-","5","3","3","-","7","5"
"XI","Shantotto","4","-","-","-","-","-","HP+100","SPD+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","0","-","5","Green","-","-","-","-","-","2","5","-","0"
"XI","Shantotto","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","0","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"XI","Shantotto","6","-","Witch+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","0","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","0","-","0","0"
"XI","Shantotto","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","0","0","0","0","0","S","0","-","Yellow","-","20","9","7","5","3","S","4","-","Green","-","0","0","0","0","0","S","2","-"
"XI","Shantotto","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","Mag+90","White","-","-","0","0","-","0","-","3","18","Yellow","-","-","9","7","-","3","-","1","18","Green","-","-","0","0","-","0","-","0","18"
"XI","Shantotto","9","-","-","Mag+10","-","-","-","-","-","-","White","-","-","0","-","-","","-","-","-","Yellow","-","-","14","-","-","","-","-","-","Green","-","-","0","-","-","","-","-","-"
"XII","Vaan","1","Atk+60","-","Def+10","Res+10","Def+10","Cast Time -8%","-","-","-","White","12","-","-","6","-","7","-","-","-","Yellow","12","-","4","3","7","7","-","-","-","Green","12","-","2","-","4","7","-","-","-"
"XII","Vaan","2","-","-","Res+10","-","Res+10","Def+10","-","Atk+10","Atk+10","White","-","-","3","-","10","","-","-","-","Yellow","-","-","1","","5","10","-","-","-","Green","-","-","-","-","-","5","-","14","20"
"XII","Vaan","3","-","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","Atk+10","Thief Ability+6%","White","-","-","-","-","-","","-","-","14","Yellow","-","-","-","-","-","","-","-","14","Green","-","-","-","3","3","5","7","9","14"
"XII","Vaan","4","-","Spd+10","Res+10","HP+100","-","-","Atk+10","Atk+10","-","White","-","1","3","1","-","","-","-","-","Yellow","-","-","1","1","","","-","-","-","Green","-","3","-","1","-","","7","9","-"
"XII","Vaan","5","Magia EXP+400","Spd+10","Def+10","HP+100","HP+100","-","-","-","-","White","3","3","-","2","5","","-","-","-","Yellow","3","-","4","2","5","","-","-","-","Green","3","6","2","2","5","","-","-","-"
"XII","Vaan","6","-","-","Res+10","-","HP+200","-","-","-","-","White","-","-","6","-","7","","-","-","-","Yellow","-","-","3","-","7","","-","-","-","Green","-","-","-","-","7","","-","-","-"
"XII","Vaan","7","-","-","Def+10","-","HP+300","HP+400","-","-","-","White","-","-","-","-","9","11","-","-","-","Yellow","-","-","7","-","9","11","-","-","-","Green","-","-","4","-","9","11","-","-","-"
"XII","Vaan","8","-","Def+10","Res+10","-","-","HP+1000","XII Buff","-","-","White","-","-","10","-","-","15","16","-","-","Yellow","-","10","5","-","-","15","16","-","-","Green","-","5","-","-","-","15","16","-","-"
"XII","Vaan","9","-","-","PHY+6%","-","-","-","-","-","-","White","-","-","10","-","-","","-","-","-","Yellow","-","-","10","-","-","","-","-","-","Green","-","-","10","-","-","","-","-","-"
"XII","Ashe","1","XII Buff","HP+1000","-","-","-","Cast Time -8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"XII","Ashe","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","Lightning+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","0","10"
"XII","Ashe","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","3","3","-","0","0","Yellow","-","-","-","5","3","3","-","14","10","Green","-","-","-","5","3","3","-","7","5"
"XII","Ashe","4","-","-","-","-","-","HP+100","SPD+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","0","-","5","Green","-","-","-","-","-","2","5","-","0"
"XII","Ashe","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","0","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"XII","Ashe","6","-","Lightning Ability+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","0","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","0","-","0","0"
"XII","Ashe","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","0","0","0","0","0","S","0","-","Yellow","-","20","9","7","5","3","S","4","-","Green","-","0","0","0","0","0","S","2","-"
"XII","Ashe","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","-","White","-","-","0","0","-","0","-","3","-","Yellow","-","-","9","7","-","3","-","1","-","Green","-","-","0","0","-","0","-","0","-"
"XII","Ashe","9","-","-","Mag+10","-","-","-","-","Mag+90","-","White","-","-","0","-","-","","-","18","-","Yellow","-","-","14","-","-","","-","18","-","Green","-","-","0","-","-","","-","18","-"
"XIII","Cid Raines","1","XIII Buff","HP+1000","-","-","-","Cast Time -8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"XIII","Cid Raines","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","BLK+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","0","10"
"XIII","Cid Raines","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","3","3","-","0","0","Yellow","-","-","-","5","3","3","-","14","10","Green","-","-","-","5","3","3","-","7","5"
"XIII","Cid Raines","4","-","-","-","-","-","HP+100","SPD+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","0","-","5","Green","-","-","-","-","-","2","5","-","0"
"XIII","Cid Raines","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","0","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"XIII","Cid Raines","6","-","Dark or Holy+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","0","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","0","-","0","0"
"XIII","Cid Raines","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","0","0","0","0","0","S","0","-","Yellow","-","20","9","7","5","3","S","4","-","Green","-","0","0","0","0","0","S","2","-"
"XIII","Cid Raines","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","-","White","-","-","0","0","-","0","-","3","-","Yellow","-","-","9","7","-","3","-","1","-","Green","-","-","0","0","-","0","-","0","-"
"XIII","Cid Raines","9","-","-","Mag+10","-","-","Mag+90","-","-","-","White","-","-","0","-","-","18","-","-","-","Yellow","-","-","14","-","-","18","-","-","-","Green","-","-","0","-","-","18","-","-","-"
"XIII","Lightning","1","-","-","-","-","-","-","-","-","Holy/Lightning Ability+6%","White","-","-","-","-","-","","-","-","14","Yellow","-","-","-","-","-","","-","-","14","Green","-","-","-","-","-","","-","-","14"
"XIII","Lightning","2","-","Atk+40","Atk+10","Atk+10","-","Atk+10","Atk+10","Atk+10","Atk+10","White","-","8","-","-","-","","-","-","-","Yellow","-","8","-","-","-","","-","-","-","Green","-","8","3","3","","7","9","14","20"
"XIII","Lightning","3","-","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","-","-","White","-","-","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","3","5","7","9","-","-"
"XIII","Lightning","4","-","Def+10","HP+100","HP+100","-","-","-","-","-","White","-","-","1","2","-","","-","-","-","Yellow","-","1","1","2","-","","-","-","-","Green","-","3","1","2","-","","-","-","-"
"XIII","Lightning","5","Magia EXP+400","Res+10","-","HP+100","HP+100","-","-","HP+400","HP+1000","White","3","4","-","3","3","","-","7","10","Yellow","3","2","-","3","3","","-","7","10","Green","3","-","-","3","3","","-","7","10"
"XIII","Lightning","6","-","Def+10","Res+10","-","HP+100","HP+200","HP+200","HP+200","-","White","-","-","6","-","5","5","7","7","-","Yellow","-","3","3","-","5","5","7","7","-","Green","-","6","-","-","5","5","7","7","-"
"XIII","Lightning","7","Spd+10","-","Def+10","Def+10","Res+10","-","-","-","-","White","5","-","-","-","10","","-","-","-","Yellow","-","-","5","5","5","","-","-","-","Green","10","-","10","10","-","","-","-","-"
"XIII","Lightning","8","PHY+6%","-","Cast Time -8%","-","Def+10","Res+10","-","-","-","White","10","-","7","-","-","14","-","-","-","Yellow","10","-","7","-","7","7","-","-","-","Green","10","-","7","-","14","","-","-","-"
"XIII","Lightning","9","-","-","-","-","-","XIII Buff","-","-","-","White","-","-","-","-","-","16","-","-","-","Yellow","-","-","-","-","-","16","-","-","-","Green","-","-","-","-","-","16","-","-","-"
"XIV","Alphinaud","1","XIV Buff","Mnd+10","-","-","-","-","-","Wind+6%","-","White","16","20","-","-","-","","-","10","-","Yellow","16","0","-","-","-","","-","10","-","Green","16","0","-","-","-","","-","10","-"
"XIV","Alphinaud","2","-","Mnd+10","Mnd+10","-","-","-","-","Res+10","Def+10","White","-","17","14","-","-","","-","14","0","Yellow","-","0","0","-","-","","-","7","11","Green","-","0","0","-","-","","-","0","5"
"XIV","Alphinaud","3","-","-","HP+200","Mnd+10","-","-","-","-","Def+10","White","-","-","7","11","-","","-","-","0","Yellow","-","-","7","0","-","","-","-","6","Green","-","-","7","0","-","","-","-","3"
"XIV","Alphinaud","4","HP+400","HP+200","HP+200","HP+100","HP+100","Magia EXP+400","-","Def+10","Res+10","White","7","7","5","5","3","3","-","0","6","Yellow","7","7","5","5","3","3","-","5","3","Green","7","7","5","5","3","3","-","3","0"
"XIV","Alphinaud","5","HP+1000","-","-","-","HP+100","-","-","Res+10","-","White","10","-","-","-","3","","-","4","-","Yellow","10","-","-","-","3","","-","2","-","Green","10","-","-","-","3","","-","0","-"
"XIV","Alphinaud","6","-","-","-","Cast Time-8%","HP+100","HP+100","Res+10","Def+10","-","White","-","-","-","7","2","1","3","0","-","Yellow","-","-","-","7","2","1","1","4","-","Green","-","-","-","7","2","1","0","2","-"
"XIV","Alphinaud","7","-","-","-","-","Mag+10","Mag+10","Start","-","-","White","-","-","-","-","0","0","S","-","-","Yellow","-","-","-","-","5","3","S","-","-","Green","-","-","-","-","0","0","S","-","-"
"XIV","Alphinaud","8","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","-","Spd+10","-","-","White","0","0","0","0","0","","3","-","-","Yellow","20","14","11","7","5","","1","-","-","Green","0","0","0","0","0","","1","-","-"
"XIV","Alphinaud","9","Summon Ability+6%","-","-","-","-","-","-","Mag+120","-","White","14","-","-","-","-","","-","24","-","Yellow","14","-","-","-","-","","-","24","-","Green","14","-","-","-","-","","-","24","-"
"XV","Noctis","1","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","2","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","3","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","4","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","5","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","6","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","7","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","8","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Noctis","9","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","1","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","2","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","3","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","4","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","5","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","6","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","7","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","8","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"XV","Lunafreya","9","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"FFT","Ramza","1","FFT Buff","-","-","-","-","-","-","Atk+60","-","White","16","-","-","-","-","","-","12","-","Yellow","16","-","-","-","-","","-","12","-","Green","16","-","-","-","-","","-","12","-"
"FFT","Ramza","2","Atk+10","-","Atk+10","Atk+10","Atk+10","-","Spd+10","-","-","White","0","-","0","0","0","","1","-","-","Yellow","0","-","0","0","0","","1","-","-","Green","20","-","7","5","3","","1","-","-"
"FFT","Ramza","3","Atk+10","Atk+10","Atk+10","-","Atk+10","Atk+10","Start","Def+10","Res+10","White","0","0","0","-","0","0","S","0","3","Yellow","0","0","0","-","0","0","S","1","1","Green","14","11","9","-","3","3","S","3","0"
"FFT","Ramza","4","-","-","-","-","-","HP+100","Res+10","-","Def+10","White","-","-","-","-","-","1","3","-","0","Yellow","-","-","-","-","-","1","1","-","3","Green","-","-","-","-","-","1","0","-","5"
"FFT","Ramza","5","-","-","-","HP+200","HP+100","HP+100","Def+10","-","Res+10","White","-","-","-","7","5","2","0","-","7","Yellow","-","-","-","7","5","2","1","-","4","Green","-","-","-","7","5","2","3","-","0"
"FFT","Ramza","6","-","-","HP+400","HP+300","-","-","Res+10","-","Def+10","White","-","-","11","9","-","","5","-","0","Yellow","-","-","11","9","-","","3","-","5","Green","-","-","11","9","-","","0","-","10"
"FFT","Ramza","7","-","Knight Ability+6%","HP+1000","-","-","-","Def+10","-","Magia EXP+400","White","-","14","15","-","-","","0","-","3","Yellow","-","14","15","-","-","","4","-","3","Green","-","14","15","-","-","","7","-","3"
"FFT","Ramza","8","-","-","-","-","Def+10","Res+10","Def+10","-","-","White","-","-","-","-","0","12","0","-","-","Yellow","-","-","-","-","6","6","4","-","-","Green","-","-","-","-","12","0","7","-","-"
"FFT","Ramza","9","-","-","-","-","Holy+6%","-","Res+10","Cast Time-8%","-","White","-","-","-","-","10","","10","7","-","Yellow","-","-","-","-","10","","5","7","-","Green","-","-","-","-","10","","0","7","-"
"Type-0","Rem","1","T0 Buff","Mnd+10","-","-","-","-","-","Holy+6%","-","White","16","20","-","-","-","","-","10","-","Yellow","16","0","-","-","-","","-","10","-","Green","16","0","-","-","-","","-","10","-"
"Type-0","Rem","2","-","Mnd+10","Mnd+10","-","-","-","-","Res+10","Def+10","White","-","17","14","-","-","","-","14","0","Yellow","-","0","0","-","-","","-","7","11","Green","-","0","0","-","-","","-","0","5"
"Type-0","Rem","3","-","-","HP+200","Mnd+10","-","-","-","-","Def+10","White","-","-","7","11","-","","-","-","0","Yellow","-","-","7","0","-","","-","-","6","Green","-","-","7","0","-","","-","-","3"
"Type-0","Rem","4","HP+400","HP+200","HP+200","HP+100","HP+100","Magia EXP+400","-","Def+10","Res+10","White","7","7","5","5","3","3","-","0","6","Yellow","7","7","5","5","3","3","-","5","3","Green","7","7","5","5","3","3","-","3","0"
"Type-0","Rem","5","HP+1000","-","-","-","HP+100","-","-","Res+10","-","White","10","-","-","-","3","","-","4","-","Yellow","10","-","-","-","3","","-","2","-","Green","10","-","-","-","3","","-","0","-"
"Type-0","Rem","6","-","-","-","Cast Time-8%","HP+100","HP+100","Res+10","Def+10","-","White","-","-","-","7","2","1","3","0","-","Yellow","-","-","-","7","2","1","1","4","-","Green","-","-","-","7","2","1","0","2","-"
"Type-0","Rem","7","-","-","-","-","Mag+10","Mag+10","Start","-","-","White","-","-","-","-","0","0","S","-","-","Yellow","-","-","-","-","5","3","S","-","-","Green","-","-","-","-","0","0","S","-","-"
"Type-0","Rem","8","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","-","Spd+10","-","-","White","0","0","0","0","0","","3","-","-","Yellow","20","14","11","7","5","","1","-","-","Green","0","0","0","0","0","","1","-","-"
"Type-0","Rem","9","Holy Ability+6%","-","-","-","-","-","-","-","Mnd+90","White","14","-","-","-","-","","-","-","18","Yellow","14","-","-","-","-","","-","-","18","Green","14","-","-","-","-","","-","-","18"
"Type-0","Ace","1","T0 Buff","HP+1000","-","-","-","Cast Time-8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"Type-0","Ace","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","Fire+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","-","10"
"Type-0","Ace","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","5","3","-","-","-","Yellow","-","-","-","5","5","3","-","14","10","Green","-","-","-","5","5","3","-","7","5"
"Type-0","Ace","4","-","-","-","-","-","HP+100","Spd+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","-","-","5","Green","-","-","-","-","-","2","5","-","-"
"Type-0","Ace","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","-","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"Type-0","Ace","6","-","Fire Ability+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","","-","-","-"
"Type-0","Ace","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","-","-","-","-","","-","-","-","Yellow","-","20","9","7","5","3","-","4","-","Green","-","-","-","-","-","","-","2","-"
"Type-0","Ace","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","-","White","-","-","-","-","-","","-","3","-","Yellow","-","-","9","7","-","3","-","1","-","Green","-","-","-","-","-","","-","-","-"
"Type-0","Ace","9","-","-","Mag+10","-","-","-","Mag+50","-","-","White","-","-","-","-","-","","10","-","-","Yellow","-","-","14","-","-","","10","-","-","Green","-","-","-","-","-","","10","-","-"
